delta	lambda	item	intercept	depth	embBias	embBias_Two	embBias_Three	compatible	compatible_Two	compatible_Three	compatible:EmbBias
0.7	0.25	Item238_Critical_VN3	-12.387	-8.231	2.443	3.4545	1.4315	-0.165	-0.7735	0.4435	-0.059
0.7	0.25	Item238_Critical_VN5	-3.136	-4.793	6.559	5.005	8.113	3.84	3.8965	3.7835	1.114
0.7	0.25	Item238_Critical_Vadv1	-100.0	3.188	0.0	-1.64	1.64	-230.263	nan	nan	-10.465
0.7	0.25	Item238_Critical_Vadv2	-11.93	-3.533	3.268	3.6865	2.8495	-2.674	-6.6885	1.3405	-0.251
0.7	0.25	Item238_Critical_Vadv3	-9.332	-5.953	3.738	4.325	3.151	-7.971	-18.4335	2.4915	-2.704
0.7	0.25	Item238_Critical_Vadv5	-3.121	-14.594	6.347	8.4415	4.2525	-10.198	-20.698	0.302	-1.006
0.7	0.25	Item238_Critical_Vadv6	-14.247	0.334	2.692	2.6915	2.6925	-1.042	-2.3675	0.2835	-0.372
0.7	0.25	Item238_Critical_Vadv7	-13.583	5.466	3.185	2.0205	4.3495	1.26	0.4625	2.0575	0.224
0.7	0.25	Item238_Critical_Vadv8	-12.834	1.849	3.259	2.9205	3.5975	-0.66	0.1605	-1.4805	-0.708
0.7	0.25	Item238_Critical_Vadv9	-5.481	-15.712	6.208	9.6725	2.7435	-6.561	-10.5945	-2.5275	-0.453
0.7	0.25	ItemCritical_6	-6.861	9.688	5.5	3.0765	7.9235	-5.49	-12.726	1.746	-2.231
0.7	0.25	ItemMixed_1	-5.619	-34.16	4.819	10.7765	-1.1385	-5.339	-11.3015	0.6235	-2.212
0.7	0.25	ItemMixed_11	-1.34	-40.915	4.734	10.6515	-1.1835	-1.981	-4.132	0.17	0.326
0.7	0.25	ItemMixed_12	-4.713	-32.915	4.523	10.327	-1.281	-15.575	-32.7355	1.5855	-5.093
0.7	0.25	ItemMixed_13	1.349	-6.109	7.164	5.166	9.162	-7.268	-13.6315	-0.9045	-0.904
0.7	0.25	ItemMixed_14	-6.977	-28.528	4.647	10.5025	-1.2085	-4.0	-8.557	0.557	0.101
0.7	0.25	ItemMixed_15	0.458	-46.721	5.796	12.9755	-1.3835	-15.683	-30.7165	-0.6495	-3.597
0.7	0.25	ItemMixed_16	0.951	-46.235	7.185	16.1515	-1.7815	-5.235	-11.443	0.973	-0.685
0.7	0.25	ItemMixed_17	-4.3	-1.062	5.017	2.5745	7.4595	-8.693	-17.7075	0.3215	-0.659
0.7	0.25	ItemMixed_18	-3.47	4.862	6.164	3.811	8.517	2.373	1.406	3.34	0.831
0.7	0.25	ItemMixed_19	-5.66	-30.953	4.248	9.306	-0.81	-1.509	-3.6695	0.6515	-0.489
0.7	0.25	ItemMixed_2	-4.961	-33.127	6.796	14.924	-1.332	-14.73	-28.7445	-0.7155	-4.055
0.7	0.25	ItemMixed_21	-1.491	-42.745	6.959	15.8005	-1.8825	-0.943	-2.415	0.529	-1.05
0.7	0.25	ItemMixed_22	-4.719	10.787	6.554	2.228	10.88	6.722	5.302	8.142	1.073
0.7	0.25	ItemMixed_23	-6.517	-31.5	5.012	11.3545	-1.3305	-16.999	-33.886	-0.112	-5.226
0.7	0.25	ItemMixed_24	-6.311	2.57	4.857	1.8455	7.8685	-4.91	-8.481	-1.339	-0.175
0.7	0.25	ItemMixed_25	-6.983	-14.646	5.347	7.8285	2.8655	-0.391	-1.8865	1.1045	-0.768
0.7	0.25	ItemMixed_26	-9.923	8.117	4.69	1.936	7.444	-1.259	-3.9055	1.3875	-2.044
0.7	0.25	ItemMixed_27	-6.97	4.782	6.272	4.3615	8.1825	0.604	-3.7735	4.9815	1.244
0.7	0.25	ItemMixed_28	8.217	-57.778	5.094	11.869	-1.681	-2.693	-6.151	0.765	-0.67
0.7	0.25	ItemMixed_29	-7.03	7.433	5.583	3.513	7.653	-2.33	-3.2925	-1.3675	0.644
0.7	0.25	ItemMixed_3	3.049	-45.641	6.138	13.3	-1.024	-11.773	-25.641	2.095	2.966
0.7	0.25	ItemMixed_30	-0.049	-38.358	4.79	10.693	-1.113	-11.396	-22.632	-0.16	-1.421
0.7	0.25	ItemMixed_31	-9.287	-22.547	3.169	7.0395	-0.7015	-13.226	-26.651	0.199	-3.012
0.7	0.25	ItemMixed_32	-1.093	-0.675	6.431	4.449	8.413	4.175	6.7925	1.5575	0.579
0.7	0.25	ItemMixed_33	-3.545	-16.873	5.075	7.2775	2.8725	17.731	27.99	7.472	3.689
0.7	0.25	ItemMixed_34	-12.357	-6.364	2.963	3.701	2.225	-2.316	-5.1135	0.4815	0.022
0.7	0.25	ItemMixed_35	0.571	-47.466	6.271	14.08	-1.538	-8.438	-16.4995	-0.3765	0.173
0.7	0.25	ItemMixed_36	-2.953	-38.684	4.498	10.261	-1.265	-18.325	-36.8675	0.2175	-3.729
0.7	0.25	ItemMixed_37	-2.155	-7.472	8.434	9.555	7.313	-0.245	-1.7265	1.2365	-0.807
0.7	0.25	ItemMixed_38	1.726	-49.834	6.185	13.673	-1.303	-1.835	-3.623	-0.047	1.089
0.7	0.25	ItemMixed_39	2.164	-48.797	5.338	12.0735	-1.3975	-15.023	-30.4335	0.3875	-1.376
0.7	0.25	ItemMixed_4	-6.31	12.867	6.01	2.5085	9.5115	-0.905	-5.811	4.001	-0.126
0.7	0.25	ItemMixed_40	-2.383	-38.985	5.977	13.4785	-1.5245	-15.542	-31.594	0.51	-3.665
0.7	0.25	ItemMixed_41	-6.31	8.726	5.623	2.842	8.404	-7.292	-10.1225	-4.4615	-1.161
0.7	0.25	ItemMixed_42	-4.374	-33.396	6.37	14.085	-1.345	-1.82	-5.1975	1.5575	-0.425
0.7	0.25	ItemMixed_43	-6.143	-12.68	4.137	4.5375	3.7365	-5.518	-12.169	1.133	-0.881
0.7	0.25	ItemMixed_5	-6.779	-30.504	4.832	10.6375	-0.9735	-10.645	-21.933	0.643	-4.52
0.7	0.25	ItemMixed_6	0.004	-44.528	4.952	10.776	-0.872	-7.896	-17.934	2.142	-0.807
0.7	0.25	ItemMixed_7	4.779	8.768	6.645	3.4885	9.8015	-8.853	-14.405	-3.301	-1.144
0.7	0.25	ItemMixed_8	4.711	-55.306	6.243	13.6365	-1.1505	-15.589	-30.707	-0.471	2.092
0.7	0.25	ItemMixed_9	-2.991	-3.76	6.157	3.875	8.439	-4.561	-6.5095	-2.6125	-0.545
0.7	0.5	Item232_Critical_0	3.875	-31.206	7.035	13.627	0.443	-8.707	-17.443	0.029	-0.703
0.7	0.5	Item232_Critical_1	7.254	-38.381	7.098	13.4395	0.7565	2.41	1.141	3.679	0.124
0.7	0.5	Item232_Critical_10	1.014	-27.433	6.347	12.3355	0.3585	-3.556	-4.9145	-2.1975	-3.058
0.7	0.5	Item232_Critical_11	1.701	-27.348	7.462	14.1495	0.7745	-10.198	-18.472	-1.924	-1.626
0.7	0.5	Item232_Critical_12	-2.85	-16.518	5.878	9.4475	2.3085	-10.698	-23.566	2.17	-4.035
0.7	0.5	Item232_Critical_13	0.854	-26.041	5.917	11.528	0.306	-18.08	-40.1415	3.9815	-4.731
0.7	0.5	Item232_Critical_14	-0.912	-26.089	5.117	10.022	0.212	-17.372	-31.924	-2.82	-5.319
0.7	0.5	Item232_Critical_15	-2.38	-16.07	4.481	8.0775	0.8845	-11.071	-19.708	-2.434	-3.188
0.7	0.5	Item232_Critical_16	5.492	-32.447	6.143	11.01	1.276	-17.363	-34.1415	-0.5845	-2.941
0.7	0.5	Item232_Critical_17	7.935	-37.555	7.616	14.714	0.518	-4.726	-10.113	0.661	-0.455
0.7	0.5	Item232_Critical_18	-1.11	-21.301	4.937	8.8165	1.0575	-3.953	-10.8685	2.9625	1.324
0.7	0.5	Item232_Critical_19	-2.223	-19.575	4.776	8.416	1.136	-12.415	-25.887	1.057	-2.325
0.7	0.5	Item232_Critical_2	3.605	-33.268	6.061	11.458	0.664	-6.042	-12.132	0.048	-1.588
0.7	0.5	Item232_Critical_20	3.256	-29.272	6.439	12.4105	0.4675	-0.34	1.641	-2.321	-0.338
0.7	0.5	Item232_Critical_21	-2.744	-19.263	5.479	10.2955	0.6625	-5.132	-13.406	3.142	-0.496
0.7	0.5	Item232_Critical_23	-6.02	-8.924	3.932	6.6055	1.2585	4.34	7.1795	1.5005	1.439
0.7	0.5	Item232_Critical_24	1.212	-25.881	5.858	10.775	0.941	-3.061	-5.651	-0.471	-0.758
0.7	0.5	Item232_Critical_25	-1.018	-23.4	4.175	8.1025	0.2475	-21.57	-42.971	-0.169	-4.148
0.7	0.5	Item232_Critical_26	1.259	-27.131	6.515	11.843	1.187	-3.707	-7.0185	-0.3955	-0.814
0.7	0.5	Item232_Critical_27	-4.106	-10.792	5.069	9.235	0.903	-8.698	-19.472	2.076	-1.627
0.7	0.5	Item232_Critical_28	3.246	-27.334	6.96	12.9725	0.9475	-8.316	-20.019	3.387	-1.231
0.7	0.5	Item232_Critical_3	2.188	-30.32	6.283	11.9845	0.5815	6.443	10.5845	2.3015	1.006
0.7	0.5	Item232_Critical_30	2.501	-29.81	6.136	10.583	1.689	-17.292	-35.2545	0.6705	-2.123
0.7	0.5	Item232_Critical_4	0.501	-25.726	5.428	9.7655	1.0905	-20.962	-40.547	-1.377	-3.742
0.7	0.5	Item232_Critical_5	-0.674	-26.768	5.05	9.836	0.264	-10.759	-24.7075	3.1895	-1.877
0.7	0.5	Item232_Critical_6	3.329	-32.711	6.106	11.224	0.988	-20.363	-41.5095	0.7835	-3.688
0.7	0.5	Item232_Critical_7	0.495	-26.853	5.629	9.4235	1.8345	-17.467	-35.8115	0.8775	-3.882
0.7	0.5	Item232_Critical_8	-0.042	-24.216	6.259	12.344	0.174	-4.868	-7.736	-2.0	-1.42
0.7	0.5	Item232_Critical_9	2.231	-29.947	5.742	10.8585	0.6255	-10.92	-23.1135	1.2735	-3.863
0.7	0.5	Item238_Critical_VAdv1	-100.0	1.92	0.0	-0.8855	0.8855	216.009	nan	nan	5.714
0.7	0.5	Item238_Critical_VN1	2.409	-28.806	6.26	11.1415	1.3785	-6.391	-10.547	-2.235	-2.076
0.7	0.5	Item238_Critical_VN2	-1.069	-22.641	4.825	8.869	0.781	-7.17	-17.2175	2.8775	-2.17
0.7	0.5	Item238_Critical_VN3	-5.223	-31.15	4.97	11.2145	-1.2745	-0.764	-1.453	-0.075	-0.153
0.7	0.5	Item238_Critical_VN5	6.637	-42.735	7.148	14.5595	-0.2635	4.349	5.5565	3.1415	0.513
0.7	0.5	Item238_Critical_Vadv1	-100.0	-18.296	0.0	4.0485	-4.0485	-245.952	nan	nan	-11.826
0.7	0.5	Item238_Critical_Vadv2	-8.612	-5.056	4.57	3.6965	5.4435	-4.377	-13.226	4.472	-0.12
0.7	0.5	Item238_Critical_Vadv3	-7.969	-5.259	4.383	3.8165	4.9495	-11.184	-21.6985	-0.6695	-2.559
0.7	0.5	Item238_Critical_Vadv5	-8.334	-17.023	-0.141	-0.4695	0.1875	-2.193	-5.849	1.463	0.639
0.7	0.5	Item238_Critical_Vadv6	-12.586	4.33	3.345	1.88	4.81	-1.141	-1.3395	-0.9425	-0.315
0.7	0.5	Item238_Critical_Vadv7	-13.708	1.618	2.54	1.5375	3.5425	2.165	3.679	0.651	0.884
0.7	0.5	Item238_Critical_Vadv8	-13.148	2.953	2.59	2.101	3.079	-0.66	0.651	-1.971	-0.043
0.7	0.5	Item238_Critical_Vadv9	-13.236	-10.844	-0.062	0.0835	-0.2075	-0.561	-0.9055	-0.2165	-0.438
0.7	0.5	ItemCritical_6	1.194	-22.542	5.252	8.8685	1.6355	-24.41	-47.094	-1.726	-5.281
0.7	0.5	ItemMixed_1	1.454	-24.863	3.858	3.0855	4.6305	-11.863	-16.783	-6.943	-2.75
0.7	0.5	ItemMixed_11	4.711	-24.457	4.759	5.4765	4.0415	-0.788	0.009	-1.585	-1.455
0.7	0.5	ItemMixed_12	3.026	-22.528	3.522	2.588	4.456	-9.198	-25.585	7.189	0.594
0.7	0.5	ItemMixed_13	5.461	-38.598	6.737	12.1295	1.3445	-12.033	-24.8585	0.7925	-3.116
0.7	0.5	ItemMixed_14	7.201	-7.58	6.331	3.9095	8.7525	1.344	0.603	2.085	-0.382
0.7	0.5	ItemMixed_15	14.958	-28.745	6.934	4.1415	9.7265	-11.34	-16.9535	-5.7265	0.115
0.7	0.5	ItemMixed_16	11.605	-40.155	5.738	6.329	5.147	-6.09	-10.925	-1.255	-0.383
0.7	0.5	ItemMixed_17	-0.818	-22.249	6.033	11.0265	1.0395	-12.778	-25.528	-0.028	-2.789
0.7	0.5	ItemMixed_18	4.514	-32.645	6.584	11.457	1.711	-7.26	-17.765	3.245	1.507
0.7	0.5	ItemMixed_19	-1.64	-21.269	3.416	2.565	4.267	0.665	0.547	0.783	0.003
0.7	0.5	ItemMixed_2	9.009	-30.995	6.28	4.3855	8.1745	-18.778	-32.613	-4.943	-1.198
0.7	0.5	ItemMixed_21	6.269	-33.014	5.645	5.4925	5.7975	-7.703	-11.5945	-3.8115	-0.691
0.7	0.5	ItemMixed_22	-2.05	-16.084	5.724	9.135	2.313	4.358	5.075	3.641	1.739
0.7	0.5	ItemMixed_23	2.707	-16.646	4.753	4.1725	5.3335	-10.552	-16.5285	-4.5755	-1.234
0.7	0.5	ItemMixed_24	-0.255	-17.447	4.012	8.484	-0.46	-10.693	-21.2075	-0.1785	-2.431
0.7	0.5	ItemMixed_25	-13.904	-10.863	0.367	0.215	0.519	-0.759	-0.5565	-0.9615	-1.773
0.7	0.5	ItemMixed_26	-4.805	-12.65	4.494	8.2895	0.6985	-7.764	-16.981	1.453	-2.439
0.7	0.5	ItemMixed_27	0.492	-28.937	6.538	13.482	-0.406	0.326	-2.4335	3.0855	-0.159
0.7	0.5	ItemMixed_28	13.192	-27.793	6.066	2.829	9.303	-1.783	-4.0	0.434	1.082
0.7	0.5	ItemMixed_29	-2.514	-20.631	5.569	10.4625	0.6755	-2.264	-6.1225	1.5945	-0.238
0.7	0.5	ItemMixed_3	12.427	-16.089	6.511	5.182	7.84	-16.09	-17.3495	-14.8305	2.513
0.7	0.5	ItemMixed_30	12.558	-16.151	5.45	2.5485	8.3515	-9.349	-12.434	-6.264	-3.004
0.7	0.5	ItemMixed_31	-1.093	-22.552	3.272	2.0595	4.4845	-4.665	-16.4435	7.1135	-0.704
0.7	0.5	ItemMixed_32	4.727	-28.348	7.7	13.14	2.26	-1.075	-6.1695	4.0195	-0.018
0.7	0.5	ItemMixed_33	3.93	-51.023	2.97	7.229	-1.289	-29.212	-56.811	-1.613	-1.883
0.7	0.5	ItemMixed_34	-6.452	-28.362	4.897	10.821	-1.027	-7.618	-15.67	0.434	-2.509
0.7	0.5	ItemMixed_35	8.743	-31.358	5.932	4.888	6.976	-9.415	-11.1795	-7.6505	-0.978
0.7	0.5	ItemMixed_36	4.918	-22.241	4.141	2.175	6.107	-22.42	-32.5945	-12.2455	-2.156
0.7	0.5	ItemMixed_37	3.82	-31.419	2.324	4.2705	0.3775	-0.571	-0.689	-0.453	0.285
0.7	0.5	ItemMixed_38	11.265	-34.722	5.754	3.891	7.617	-2.694	-3.114	-2.274	2.024
0.7	0.5	ItemMixed_39	8.59	-27.137	6.245	4.2345	8.2555	-7.91	-13.028	-2.792	-0.882
0.7	0.5	ItemMixed_4	-2.05	-18.716	6.099	12.257	-0.059	-6.566	-15.821	2.689	-1.794
0.7	0.5	ItemMixed_40	5.797	-16.335	5.717	4.4655	6.9685	-6.788	-16.0195	2.4435	-1.398
0.7	0.5	ItemMixed_41	1.154	-25.405	5.579	10.167	0.991	-12.292	-27.009	2.425	-1.771
0.7	0.5	ItemMixed_42	15.978	-30.335	6.79	5.9805	7.5995	-4.118	-13.9815	5.7455	0.143
0.7	0.5	ItemMixed_43	-3.095	-35.112	5.693	11.899	-0.513	-1.311	-3.2265	0.6045	-0.525
0.7	0.5	ItemMixed_5	2.539	-22.84	4.459	2.3385	6.5795	-6.283	-12.736	0.17	-3.249
0.7	0.5	ItemMixed_6	3.854	-22.627	3.414	2.802	4.026	-2.91	-6.0375	0.2175	-2.201
0.7	0.5	ItemMixed_7	7.89	-36.527	5.602	10.3725	0.8315	-19.047	-38.349	0.255	2.29
0.7	0.5	ItemMixed_8	7.027	-20.014	5.317	4.0995	6.5345	-12.09	-22.4535	-1.7265	-0.531
0.7	0.5	ItemMixed_9	2.105	-28.272	6.443	12.8665	0.0195	-8.443	-16.934	0.048	-1.472
0.7	0.75	Item232_Critical_0	19.773	-89.566	0.651	0.5965	0.7055	-0.905	0.359	-2.169	0.504
0.7	0.75	Item232_Critical_1	19.599	-89.113	0.84	0.4005	1.2795	0.133	0.869	-0.603	-0.317
0.7	0.75	Item232_Critical_10	18.6	-89.651	0.585	0.754	0.416	1.048	0.982	1.114	0.325
0.7	0.75	Item232_Critical_11	19.837	-89.16	1.053	1.327	0.779	-0.537	-1.3575	0.2835	-0.139
0.7	0.75	Item232_Critical_12	19.184	-89.415	0.023	-0.8525	0.8985	0.585	-0.547	1.717	0.253
0.7	0.75	Item232_Critical_13	19.056	-90.302	0.766	0.5095	1.0225	-1.773	-2.8485	-0.6975	-0.23
0.7	0.75	Item232_Critical_14	18.445	-91.547	0.08	0.1665	-0.0065	-0.792	-0.641	-0.943	0.124
0.7	0.75	Item232_Critical_15	19.241	-89.877	0.649	-0.064	1.362	-2.499	-1.7915	-3.2065	-1.176
0.7	0.75	Item232_Critical_16	20.966	-88.471	0.306	-0.093	0.705	-2.226	-3.037	-1.415	-1.082
0.7	0.75	Item232_Critical_17	20.26	-88.141	0.788	0.657	0.919	-0.254	-1.5085	1.0005	1.013
0.7	0.75	Item232_Critical_18	19.754	-88.236	0.332	-0.127	0.791	-0.047	-1.0565	0.9625	-0.583
0.7	0.75	Item232_Critical_19	19.305	-91.717	-0.024	-0.605	0.557	0.491	-1.1125	2.0945	0.053
0.7	0.75	Item232_Critical_2	19.818	-87.113	0.199	-0.7445	1.1425	-1.264	-2.396	-0.132	-0.125
0.7	0.75	Item232_Critical_20	19.637	-89.471	0.894	0.294	1.494	-2.377	-1.924	-2.83	-0.553
0.7	0.75	Item232_Critical_21	19.249	-91.934	0.36	-0.0995	0.8195	1.67	0.2835	3.0565	0.253
0.7	0.75	Item232_Critical_23	18.735	-89.047	0.308	-0.06	0.676	-0.179	0.793	-1.151	-0.06
0.7	0.75	Item232_Critical_24	19.32	-89.415	0.692	0.0785	1.3055	0.189	0.057	0.321	-0.49
0.7	0.75	Item232_Critical_25	18.845	-90.585	0.531	0.005	1.057	0.34	0.0005	0.6795	-0.411
0.7	0.75	Item232_Critical_26	19.452	-88.764	0.728	0.1265	1.3295	-2.33	-2.4905	-2.1695	0.558
0.7	0.75	Item232_Critical_27	18.596	-88.943	0.429	0.2865	0.5715	0.699	1.2085	0.1895	0.734
0.7	0.75	Item232_Critical_28	19.622	-87.868	0.694	-0.0705	1.4585	0.038	-0.2825	0.3585	-0.588
0.7	0.75	Item232_Critical_3	19.052	-88.821	-0.022	-0.6205	0.5765	-0.764	-1.8865	0.3585	-0.594
0.7	0.75	Item232_Critical_30	19.569	-90.924	0.746	0.7615	0.7305	-1.716	-2.716	-0.716	-0.616
0.7	0.75	Item232_Critical_4	19.354	-89.726	0.32	0.197	0.443	0.18	-1.886	2.246	0.853
0.7	0.75	Item232_Critical_5	19.169	-91.32	0.508	0.3995	0.6165	-1.264	-0.981	-1.547	0.181
0.7	0.75	Item232_Critical_6	20.173	-87.641	0.812	0.3455	1.2785	-2.848	-3.961	-1.735	-1.321
0.7	0.75	Item232_Critical_7	20.049	-90.745	0.159	-0.168	0.486	-1.971	-1.886	-2.056	-0.422
0.7	0.75	Item232_Critical_8	18.909	-90.556	0.547	0.6015	0.4925	-0.896	-1.415	-0.377	-0.225
0.7	0.75	Item232_Critical_9	18.867	-91.339	0.346	0.343	0.349	0.699	0.3215	1.0765	-0.51
0.7	0.75	Item238_Critical_VAdv1	-100.0	-110.594	0.0	-0.6945	0.6945	295.68	nan	nan	0.548
0.7	0.75	Item238_Critical_VN1	19.713	-91.038	0.227	-0.385	0.839	-1.169	-1.0745	-1.2635	-1.535
0.7	0.75	Item238_Critical_VN2	19.279	-90.122	0.798	0.2025	1.3935	-0.367	-1.7915	1.0575	-1.521
0.7	0.75	Item238_Critical_VN3	20.592	-85.387	0.765	0.0445	1.4855	2.878	-0.15	5.906	0.356
0.7	0.75	Item238_Critical_VN5	19.841	-89.453	1.031	0.8015	1.2605	0.529	-0.2635	1.3215	0.623
0.7	0.75	Item238_Critical_Vadv1	-100.0	-69.424	0.0	-0.0195	0.0195	-296.339	nan	nan	-1.475
0.7	0.75	Item238_Critical_Vadv2	-12.71	13.037	3.834	-0.631	8.299	3.717	2.3585	5.0755	2.564
0.7	0.75	Item238_Critical_Vadv3	-14.14	7.745	2.405	-0.459	5.269	-0.877	-3.094	1.34	-0.179
0.7	0.75	Item238_Critical_Vadv5	26.679	-80.755	2.778	-0.735	6.291	2.434	0.3965	4.4715	0.919
0.7	0.75	Item238_Critical_Vadv6	-16.982	6.208	1.708	-0.2765	3.6925	0.265	-0.6215	1.1515	1.293
0.7	0.75	Item238_Critical_Vadv7	-16.125	7.009	1.908	-0.5745	4.3905	2.463	1.3215	3.6045	0.582
0.7	0.75	Item238_Critical_Vadv8	-16.468	6.811	1.322	-0.662	3.306	0.604	-0.2825	1.4905	1.142
0.7	0.75	Item238_Critical_Vadv9	23.565	-89.198	1.316	-0.5245	3.1565	-1.575	0.491	-3.641	-0.179
0.7	0.75	ItemCritical_6	20.007	-90.302	0.436	0.0555	0.8165	-0.943	0.51	-2.396	-0.287
0.7	0.75	ItemMixed_1	-1.846	-40.65	4.003	8.998	-0.992	-17.839	-36.754	1.076	-1.947
0.7	0.75	ItemMixed_11	-2.278	-40.872	4.699	10.393	-0.995	-0.731	-1.632	0.17	-0.028
0.7	0.75	ItemMixed_12	-4.089	-34.023	2.562	6.117	-0.993	-21.872	-46.82	3.076	-3.228
0.7	0.75	ItemMixed_13	8.714	-63.174	3.615	7.416	-0.186	-8.561	-17.4525	0.3305	-1.715
0.7	0.75	ItemMixed_14	-5.327	-31.56	4.293	9.541	-0.955	0.552	1.6415	-0.5375	0.583
0.7	0.75	ItemMixed_15	10.565	-52.707	3.476	8.175	-1.223	-16.415	-32.896	0.066	0.642
0.7	0.75	ItemMixed_16	8.692	-60.692	5.202	11.662	-1.258	-6.863	-14.311	0.585	0.728
0.7	0.75	ItemMixed_17	6.243	-59.919	3.089	6.478	-0.3	-7.127	-14.2825	0.0285	-1.643
0.7	0.75	ItemMixed_18	7.392	-62.056	3.381	6.947	-0.185	-3.367	-10.65	3.916	-0.107
0.7	0.75	ItemMixed_19	-6.969	-26.844	2.871	6.6935	-0.9515	-0.683	-2.8195	1.4535	0.209
0.7	0.75	ItemMixed_2	4.816	-41.023	4.549	10.317	-1.219	-24.872	-48.084	-1.66	-0.273
0.7	0.75	ItemMixed_21	5.98	-56.357	5.295	11.602	-1.012	-6.622	-14.0465	0.8025	-1.327
0.7	0.75	ItemMixed_22	5.264	-54.839	2.969	5.618	0.32	3.934	4.755	3.113	0.478
0.7	0.75	ItemMixed_23	-5.391	-35.249	3.849	8.8365	-1.1385	-16.504	-33.32	0.312	-0.916
0.7	0.75	ItemMixed_24	5.956	-52.089	2.702	5.1945	0.2095	-5.051	-9.15	-0.952	-1.058
0.7	0.75	ItemMixed_25	20.862	-91.835	0.598	0.1265	1.0695	0.703	0.1985	1.2075	-0.316
0.7	0.75	ItemMixed_26	3.392	-50.264	2.479	4.578	0.38	-3.169	-5.971	-0.367	-0.733
0.7	0.75	ItemMixed_27	7.18	-60.603	3.298	6.9795	-0.3835	1.434	0.5565	2.3115	0.887
0.7	0.75	ItemMixed_28	14.92	-56.367	4.744	10.7345	-1.2465	-1.707	-5.688	2.274	-1.638
0.7	0.75	ItemMixed_29	5.48	-59.438	3.26	6.873	-0.353	-2.476	-4.2165	-0.7355	-0.061
0.7	0.75	ItemMixed_3	5.58	-46.886	5.536	11.8445	-0.7725	-15.622	-30.235	-1.009	2.753
0.7	0.75	ItemMixed_30	3.96	-52.994	3.969	9.1375	-1.1995	-10.749	-21.2915	-0.2065	-1.248
0.7	0.75	ItemMixed_31	-6.514	-24.763	2.508	5.769	-0.753	-16.933	-36.0085	2.1425	-3.071
0.7	0.75	ItemMixed_32	8.088	-58.41	3.596	7.4515	-0.2595	1.769	3.519	0.019	0.937
0.7	0.75	ItemMixed_33	21.746	-78.113	3.652	3.74	3.564	8.095	13.595	2.595	-2.401
0.7	0.75	ItemMixed_34	6.639	-53.297	3.698	5.8495	1.5465	-1.948	-6.726	2.83	-1.15
0.7	0.75	ItemMixed_35	8.329	-61.296	5.505	12.8015	-1.7915	-13.165	-23.8585	-2.4715	1.754
0.7	0.75	ItemMixed_36	-0.18	-43.268	2.677	6.7895	-1.4355	-30.146	-59.6505	-0.6415	-2.687
0.7	0.75	ItemMixed_37	-1.876	-35.31	5.348	10.953	-0.257	-1.848	-5.433	1.737	-1.436
0.7	0.75	ItemMixed_38	10.875	-64.358	4.017	9.314	-1.28	0.378	-2.886	3.642	1.221
0.7	0.75	ItemMixed_39	3.512	-51.895	5.192	11.5435	-1.1595	-16.339	-33.471	0.793	-1.103
0.7	0.75	ItemMixed_4	3.864	-54.424	2.786	6.021	-0.449	-4.264	-8.2355	-0.2925	-2.205
0.7	0.75	ItemMixed_40	-3.693	-36.909	5.154	11.414	-1.106	-14.608	-29.471	0.255	-3.61
0.7	0.75	ItemMixed_41	8.039	-63.929	2.808	5.9655	-0.3495	-7.466	-17.461	2.529	-0.568
0.7	0.75	ItemMixed_42	14.401	-43.117	4.498	10.132	-1.136	-8.268	-20.235	3.699	1.61
0.7	0.75	ItemMixed_43	11.15	-56.764	5.344	7.9385	2.7495	-2.32	-6.716	2.076	-0.822
0.7	0.75	ItemMixed_5	-0.635	-42.433	3.431	7.644	-0.782	-16.245	-35.2825	2.7925	-3.548
0.7	0.75	ItemMixed_6	-2.484	-40.169	3.614	7.951	-0.723	-4.518	-11.867	2.831	-0.337
0.7	0.75	ItemMixed_7	10.992	-60.895	3.119	6.823	-0.585	-9.481	-17.4715	-1.4905	-0.276
0.7	0.75	ItemMixed_8	3.261	-53.947	5.416	12.187	-1.355	-19.731	-39.0845	-0.3775	0.146
0.7	0.75	ItemMixed_9	7.829	-58.556	3.619	7.2995	-0.0615	-4.103	-7.1125	-1.0935	-1.448
0.75	0	Item232_Critical_0	-7.699	16.716	4.58	-1.212	10.372	-5.924	-4.1505	-7.6975	-0.984
0.75	0	Item232_Critical_1	-6.967	10.886	5.17	-1.2515	11.5915	-0.132	-1.887	1.623	-0.418
0.75	0	Item232_Critical_10	-9.544	15.027	4.681	-0.9935	10.3555	2.311	0.924	3.698	1.49
0.75	0	Item232_Critical_11	-9.027	15.64	5.129	-0.8685	11.1265	-2.019	-2.472	-1.566	-0.729
0.75	0	Item232_Critical_12	-13.778	8.499	2.959	-0.0835	6.0015	-0.651	-0.5665	-0.7355	0.334
0.75	0	Item232_Critical_13	-8.589	16.206	4.44	-1.4095	10.2895	-1.604	-1.189	-2.019	0.239
0.75	0	Item232_Critical_14	-8.925	12.046	4.484	-0.691	9.659	-4.387	-2.472	-6.302	-0.733
0.75	0	Item232_Critical_15	-9.978	16.791	4.203	-0.8415	9.2475	-2.075	-0.679	-3.471	-1.495
0.75	0	Item232_Critical_16	-7.6	17.508	5.309	-0.1865	10.8045	-0.094	-2.3585	2.1705	0.969
0.75	0	Item232_Critical_17	-7.068	13.631	4.786	-1.7715	11.3435	1.764	1.792	1.736	-0.744
0.75	0	Item232_Critical_18	-9.083	18.273	4.437	-0.2855	9.1595	1.425	1.321	1.529	1.086
