workerid	completion	condition	item	sentence1	slide_number
58	congradulate her on her new job. 	filler	filler_40	The old man phoned his younger sister to	34
58	picked on for years successed shocked him. 	SC_RC	CRITICAL_11	The fact that the ambitious student who the bully	35
58	was head of the college, was found guilt of thieft, as was presented by the reporteer. 	RC_RC_an	1_RC_RC_an	The reporter who the professor who	36
58	family had picked personally to help thier dog was pleased she could help the family. 	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	37
58	work on the final project of the year. 	filler	filler_24	The aviators gathered together at the library to	38
58	all the other passengers had got off and they were alone. 	filler	filler_34	The choir made a lot of noise in the back of the bus after	39
58	had interviewed the queen wrote was recieved well by the public. 	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	40
58	didnt get to the voting spot on time missed his chance to vote. 	sub_ext_RC	2_sub_ext_RC	The voter who	41
58	had personally pick made devistated the community. 	SC_RC	CRITICAL_4	The disclosure that the mad scientist who the mayor	42
59	that he had forgotten all about the chicken running around his room.	filler	filler	When Frank woke up, he remembered	4
59	running for mayor but she was being slowly persuaded to do so.	filler	filler	Annabelle was generally against	5
59	had the opportunity to leave the small, sleepy town he grew up in.	filler	filler	The gardener's son won a scholarship, so he	6
59	world thought was the best in the world, was actually a fraud.	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	7
59	thought was a saint, drank a hell of a lot of rum.	SC_RC	CRITICAL_2	The admission that the old preacher who the parishioners	8
59	relied on their evidence was mislead.	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	9
59	rode to victory in the Grand National four times, hated cheese.	sub_ext_RC	5_sub_ext_RC	The jockey who	10
59	discuss the implications of sky tax.	filler	filler_24	The aviators gathered together at the library to	11
59	owed her life to, was a local coastguard.	SC_RC	CRITICAL_4	The disclosure that the courageous lifesaver who the swimmer	12
59	legal team relied on, was a vegetable.	obj_ext_RC	4_obj_ext_RC	The paralegal who the	13
59	used for inspiration, suffered from a number of mental illnesses.	SC_RC	CRITICAL_8	The assumption that the famous sculptor who the painter	14
59	voted for Boris was in fact a horrible racist. 	sub_ext_RC	2_sub_ext_RC	The voter who	15
59	ask for help.	filler	filler_40	The old man phoned his younger sister to	16
59	used for all his dealings, was about to double cross him.	SC_RC	CRITICAL_9	The inkling that the shady trader who the businessman	17
59	are a great way to bring people together during good weather.	filler	filler_5	Outdoor games and picnics	18
59	looked to for any and all knowledge, was a woman.	SC_RC	CRITICAL_10	The belief that the military commander who the president	19
59	waited impatiently to be called through to her manager.	filler	filler_29	She drummed her fingers against the table as she	20
59	thought was being very suspicious lately.	SC_RC	CRITICAL_0	The report that the odd neighbor who the woman	21
59	vote, then you have to right to complain.	filler	filler_6	If you don't	22
59	trusted, was wearing her like a glove.	SC_RC	CRITICAL_11	The fact that the cunning trickster who the woman	23
59	water bottle it better be a big one.	filler	filler_3	If I ever get another	24
59	off.	filler	filler_16	Four score and seven	25
59	a big crush on her.	filler	filler_12	Carl admitted to Larissa the he had	26
59	shitting everywhere.	filler	filler_27	The horses ran down the hill to the barn before	27
59	targeted particularly, was suffering at home as well.	SC_RC	CRITICAL_5	The confirmation that the ambitious student who the bully	28
59	winning the tournament.	filler	filler_34	The choir made a lot of noise in the back of the bus after	29
59	ordered incorrectly was highly irritated.	RC_RC_an	3_RC_RC_an	The waiter who the customer who	30
59	looked up to as a role model, was a cheater and a thief, hit hard.	SC_RC	CRITICAL_6	The realization that the successful CEO who the employee	31
59	discovered her at a young age.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	32
59	heat of the midday sun.	filler	filler_35	The lumberjack sweated under the	33
59	had been observing for seven years.	SC_RC	CRITICAL_7	The assertion that the violent extremist who the agent	34
59	black man is unjustly killed.	filler	filler_14	Every 20 minutes in the US a	35
59	batsman was dreading, bowled a mean 90mph yorker at him.	obj_ext_RC	5_obj_ext_RC	The bowler who the	36
59	used this special pen everyday.	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	37
59	has trained mentally for 6 months before the race.	SC_RC	CRITICAL_1	The story that the marathon runner who the psychiatrist	38
59	had been studying it for years.	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	39
59	took care of the local woodland, had a bad knee.	sub_ext_RC	4_sub_ext_RC	The ranger who	40
59	was meant to perform later that evening.	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	41
59	disagreed entirely with, was being paid of by petroleum companies.	SC_RC	CRITICAL_3	The declaration that the conservative senator who the diplomat	42
60	Annabelle was generally against cheating.	filler	filler	Annabelle was generally against	4
60	When Frank woke up,he remembered that he has not done his homework.	filler	filler	When Frank woke up, he remembered	5
60	The Gardener's son won a scholarship,so he is traveling to study.	filler	filler	The gardener's son won a scholarship, so he	6
60	The ballad which the singer Sung was composed by my uncle.	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	7
60	Is torturing has a strong mind.	SC_RC	CRITICAL_7	The assertion that the alleged criminal who the officer	8
60	Check on her.	filler	filler_40	The old man phoned his younger sister to	9
60	Care for livestock is very nice.	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	10
60	Brings is jagons.	SC_RC	CRITICAL_0	The report that the savvy politician who the banker	11
60	Air conditioner.	filler	filler_35	The lumberjack sweated under the	12
60	Operate in my neighbor's apartment has run mad.	sub_ext_RC	4_sub_ext_RC	The ranger who	13
60	Follow is handsome.	SC_RC	CRITICAL_11	The fact that the leading man who the starlet	14
60	Car, I will maintain it.	filler	filler_3	If I ever get another	15
60	Wrote "The beginning" brought was fantastic.	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	16
60	Scripts	filler	filler_16	Four score and seven	17
60	I usually buy from has a great vision	sub_ext_RC	5_sub_ext_RC	The jockey who	18
60	Partner with is very nice	SC_RC	CRITICAL_4	The disclosure that the shady trader who the businessman	19
60	Are always fun.	filler	filler_5	Outdoor games and picnics	20
60	Veterinarian brought is very heavy	obj_ext_RC	5_obj_ext_RC	The bowler who the	21
60	Talk about is the real criminal.	SC_RC	CRITICAL_8	The assumption that the suspected mobster who the media	22
60	My boss employed is very intelligent.	obj_ext_RC	4_obj_ext_RC	The paralegal who the	23
60	Rescue is my cousins friend.	SC_RC	CRITICAL_3	The declaration that the courageous lifesaver who the swimmer	24
60	Manage my dad's academy is a qualified reporter.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	25
60	We finished our Carol.	filler	filler_34	The choir made a lot of noise in the back of the bus after	26
60	Got was legit.	SC_RC	CRITICAL_2	The admission that the marathon runner who the psychiatrist	27
60	Discuss about the company development.	filler	filler_24	The aviators gathered together at the library to	28
60	Brought in beautiful.	SC_RC	CRITICAL_5	The confirmation that the famous sculptor who the painter	29
60	I got there.	filler	filler_27	The horses ran down the hill to the barn before	30
60	Falled down.	filler	filler_29	She drummed her fingers against the table as she	31
60	Meet is terrible	SC_RC	CRITICAL_6	The realization that the violent extremist who the agent	32
60	Slapped me is in trouble.	sub_ext_RC	2_sub_ext_RC	The voter who	33
60	Assessment.	filler	filler_14	Every 20 minutes in the US a	34
60	Brought is very intelligent	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	35
60	Form is perfect.	SC_RC	CRITICAL_9	The inkling that the marketing whiz who the artist	36
60	Regulate my teeth is very cost.	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	37
60	Pay me bills gave key is inside.	RC_RC_an	3_RC_RC_an	The waiter who the customer who	38
60	Like is extremely high.	SC_RC	CRITICAL_10	The belief that the office clerk who the customer	39
60	Like him, let me know.	filler	filler_6	If you don't	40
60	A lot of people to tell.	filler	filler_12	Carl admitted to Larissa the he had	41
60	Kill is interested	SC_RC	CRITICAL_1	The story that the angry bookseller who the thief	42
61	that he was meant to take the dog out for a walk.	filler	filler	When Frank woke up, he remembered	4
61	people wearing pajamas during the day, however today she made an exception.	filler	filler	Annabelle was generally against	5
61	was able to afford to go to college.	filler	filler	The gardener's son won a scholarship, so he	6
61	had hired to create a piece and instead turned out to be a fraud is confirmed to be true.	SC_RC	CRITICAL_0	The report that the famous sculptor who the painter	7
61	the policeman was friends with, offered to provide his help for free.	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	8
61	had had an affair with, has led to him losing his job.	SC_RC	CRITICAL_4	The disclosure that the leading man who the starlet	9
61	the farmer was able to stop them.	filler	filler_27	The horses ran down the hill to the barn before	10
61	forgot what time the polling station closed was horrified to discover that it was too late to cast his vote.	sub_ext_RC	2_sub_ext_RC	The voter who	11
61	was in charge of the park had decided to hand in his notice and quit.	sub_ext_RC	4_sub_ext_RC	The ranger who	12
61	dog, then I hope that it does not have the medical problems that my current dog has.	filler	filler_3	If I ever get another	13
61	had used for a lift was in fact a con man has been proven false.	SC_RC	CRITICAL_8	The assumption that the taxi driver who the tourist	14
61	inform her that he had won the lottery.	filler	filler_40	The old man phoned his younger sister to	15
61	had been rescued by, has lead to the lifesaver being treated like a celebrity.	SC_RC	CRITICAL_3	The declaration that the courageous lifesaver who the swimmer	16
61	have anything nice to say, then don't say anything at all.	filler	filler_6	If you don't	17
61	being cheating on her with another woman.	filler	filler_12	Carl admitted to Larissa the he had	18
61	had adored was in fact a violent criminal was very difficult to the parishioners to come to terms with.	SC_RC	CRITICAL_2	The admission that the old preacher who the parishioners	19
61	are a perfect activity for a hot summers day.	filler	filler_5	Outdoor games and picnics	20
61	had gone to for help was potentially a fraudster has been proved false.	SC_RC	CRITICAL_9	The inkling that the famous surgeon who the patient	21
61	celebrating their win in the singing competition.	filler	filler_34	The choir made a lot of noise in the back of the bus after	22
61	had been searching for, had escaped the country is in fact false.	SC_RC	CRITICAL_10	The belief that the violent extremist who the agent	23
61	judge had hired was found to be very good at his job.	obj_ext_RC	4_obj_ext_RC	The paralegal who the	24
61	the publisher had hired was lost in a terrible accident.	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	25
61	had lended money to was in fact a dangerous criminal was a shock to the woman.	SC_RC	CRITICAL_6	The realization that the odd neighbor who the woman	26
61	miss in the penalty shoot out.	filler	filler_16	Four score and seven	27
61	man is killed using a gun.	filler	filler_14	Every 20 minutes in the US a	28
61	had trusted to handle the pandemic had instead made things worse, was a bitter pill for the mayor to swallow.	SC_RC	CRITICAL_5	The confirmation that the mad scientist who the mayor	29
61	dog owner had hired was very pleased that he was able to save the dogs life.	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	30
61	was being unfairly fired had hired to tell his side of the story, was able to help the professor to find a new job.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	31
61	had scammed was a shock to everyone who knew him.	SC_RC	CRITICAL_1	The story that the savvy politician who the banker	32
61	had been recently appointed a team captain was overjoyed to lead his team to victory.	sub_ext_RC	5_sub_ext_RC	The jockey who	33
61	local bowling team had recently kicked off the team decided to get revenge.	obj_ext_RC	5_obj_ext_RC	The bowler who the	34
61	was known world-wide was singing, turned out to be stolen from another singer.	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	35
61	try and find the information needed to solve the case.	filler	filler_24	The aviators gathered together at the library to	36
61	tried to come up with a new idea for her blog.	filler	filler_29	She drummed her fingers against the table as she	37
61	had fixed my teeth many years ago had given me, is still in my possession today.	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	38
61	had arrested was in fact completely innocent was a shock to the officer.	SC_RC	CRITICAL_7	The assertion that the alleged criminal who the officer	39
61	was regular in the restaurant had requested, was unavailable that day.	RC_RC_an	3_RC_RC_an	The waiter who the customer who	40
61	was desperate to impress had complimented him on his work was a major achievement for the employee.	SC_RC	CRITICAL_11	The fact that the successful CEO who the employee	41
61	hot August sun.	filler	filler_35	The lumberjack sweated under the	42
62	that he needed to pick up his parents from the airport at 5:00 PM.	filler	filler	When Frank woke up, he remembered	4
62	escalating some reviews for faster completion at the expense of other reviews which had been received much earlier and were starting to age.	filler	filler	Annabelle was generally against	5
62	celebrated by having a pizza party at the local restaurant where he invited his family and closest friends.	filler	filler	The gardener's son won a scholarship, so he	6
62	are fun on sunny, warm days but not so fun on cold and rainy days.	filler	filler_5	Outdoor games and picnics	7
62	read books on aviation and talk about past experiences.	filler	filler_24	The aviators gathered together at the library to	8
62	was not liked by the gardener, was not very nice to those she met.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	9
62	said was very dangerous, stated that you might not want to view the clip as it was graphic and disturbing.	SC_RC	CRITICAL_4	The disclosure that the suspected mobster who the media	10
62	was in love with the drummer, was a top ten hit last year.	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	11
62	had been nationally recognized wrote, contained many references to real locations in America.	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	12
62	was not found of, was asking for it, made no sense to those who heard the story.	SC_RC	CRITICAL_7	The assertion that the ambitious student who the bully	13
62	hot August sun on that warm day in 2012.	filler	filler_35	The lumberjack sweated under the	14
62	was in love with, was the one who committed the arson was completely false.	SC_RC	CRITICAL_0	The report that the famous sculptor who the painter	15
62	speeding ticket I will stop driving and start taking the bus.	filler	filler_3	If I ever get another	16
62	married, was out to fool the american public was based on fact.	SC_RC	CRITICAL_2	The admission that the savvy politician who the banker	17
62	listened to her favorite song.	filler	filler_29	She drummed her fingers against the table as she	18
62	was married to the baker, took an oath to be truthful.	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	19
62	completed tightening my braces, was out of ink.	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	20
62	married had stolen the idea was found to be true when the person who developed it came forward.	SC_RC	CRITICAL_9	The inkling that the marketing whiz who the artist	21
62	oversaw the forest saw the fire first.	sub_ext_RC	4_sub_ext_RC	The ranger who	22
62	voted for Trump was now regretting their decision.	sub_ext_RC	2_sub_ext_RC	The voter who	23
62	had once spoken with, was obtaining forbidden chemicals was proven true when the authorities searched his lab.	SC_RC	CRITICAL_3	The declaration that the mad scientist who the mayor	24
62	tell her that their father had just died in a car accident.	filler	filler_40	The old man phoned his younger sister to	25
62	rode the fastest horse in the race was determined to be the winner.	sub_ext_RC	5_sub_ext_RC	The jockey who	26
62	Joey couldn't find the quarter that dropped on the floor.	filler	filler_34	The choir made a lot of noise in the back of the bus after	27
62	neighbor brought her dog too was found deceased in his apartment on Friday afternoon.	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	28
62	lawyer hired right out of college, didn't show up to work three days in a row.	obj_ext_RC	4_obj_ext_RC	The paralegal who the	29
62	years ago is how the Gettysburg Address starts out.	filler	filler_16	Four score and seven	30
62	wash your hands and use a face mask you might get coronavirus.	filler	filler_6	If you don't	31
62	helped out of the vehicle was going to live was welcome news.	SC_RC	CRITICAL_5	The confirmation that the frightened child who the medic	32
62	coach said would be a star ended up hanging up his bowling shoes forever when he fell in love and got married.	obj_ext_RC	5_obj_ext_RC	The bowler who the	33
62	called her son was out to make a buck was completely accurate.	SC_RC	CRITICAL_8	The assumption that the cunning trickster who the woman	34
62	the boss liked, received a 5% raise during his performance review.	RC_RC_an	3_RC_RC_an	The waiter who the customer who	35
62	admired, created a multi-million dollar company from scratch was something she had never expected.	SC_RC	CRITICAL_6	The realization that the aspiring entrepreneur who the philanthropist	36
62	it got dark so they could get their hay before bedtime.	filler	filler_27	The horses ran down the hill to the barn before	37
62	once admired, fooled the American people for so long, was completely unexpected.	SC_RC	CRITICAL_11	The fact that the conservative senator who the diplomat	38
62	loved her since he first laid eyes on her.	filler	filler_12	Carl admitted to Larissa the he had	39
62	hit with his car had died, was a very sad story.	SC_RC	CRITICAL_1	The story that the injured victims who the criminal	40
62	person is the victim of a home invasion.	filler	filler_14	Every 20 minutes in the US a	41
62	often visited on Wednesdays, was having an affair with the boss was a surprise to the janitor.	SC_RC	CRITICAL_10	The belief that the office clerk who the customer	42
63	going to university at Oxford.	filler	filler	The gardener's son won a scholarship, so he	4
63	the bins needed to be dragged out.	filler	filler	When Frank woke up, he remembered	5
63	capital punishment.	filler	filler	Annabelle was generally against	6
63	Billy threw up on Helen.	filler	filler_34	The choir made a lot of noise in the back of the bus after	7
63	ran away from was incomplete.	SC_RC	CRITICAL_3	The declaration that the taxi driver who the tourist	8
63	found the new element was interview by won a journalism award.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	9
63	was killed in a mysterious accident had hidden was found by a group of kids and their dog.	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	10
63	was covered in soup stains complained about was sacked.	RC_RC_an	3_RC_RC_an	The waiter who the customer who	11
63	had become fond of had once been in a rock band was misplaced.	SC_RC	CRITICAL_10	The belief that the old preacher who the parishioners	12
63	child is impaled on a lawn dart.	filler	filler_14	Every 20 minutes in the US a	13
63	saw take three escorts up to his hotel room was doing anything wrong is unfounded.	SC_RC	CRITICAL_8	The assumption that the conservative senator who the diplomat	14
63	was wearing a pink blouse recognised was dismissed from the jury	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	15
63	fell in love with was adapted it to a terrible TV movie.	SC_RC	CRITICAL_1	The story that the successful CEO who the employee	16
63	eat your meat how can you have any pudding?	filler	filler_6	If you don't	17
63	dubbed the Butcher of Chipping Norton was actually from Coventry had caused riots across Oxfordshire.	SC_RC	CRITICAL_0	The report that the suspected mobster who the media	18
63	cat was scared of neared with needle in hand.	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	19
63	team had selected to be first bowled a maiden over.	obj_ext_RC	5_obj_ext_RC	The bowler who the	20
63	had shot was actually an innocent sixteen year old transfer student surprised no-one.	SC_RC	CRITICAL_4	The disclosure that the violent extremist who the agent	21
63	worked in the National Park was happy in the peace and quiet.	sub_ext_RC	4_sub_ext_RC	The ranger who	22
63	had flown out wasn't very good was difficult to bear.	SC_RC	CRITICAL_2	The admission that the young violinist who the sponsors	24
63	had had the affair with the woman off that TV show sang was lovely.	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	25
63	waited for her tardy partner.	filler	filler_29	She drummed her fingers against the table as she	26
63	never loved her and was leaving to join the circus as a virtual lion tamer.	filler	filler_12	Carl admitted to Larissa the he had	27
63	had paid off got away without any comeback is typical of the corrupt government we have today.	SC_RC	CRITICAL_11	The fact that the savvy politician who the banker	28
63	are banned for the foreseeable future.	filler	filler_5	Outdoor games and picnics	29
63	had financed would improve the lives of everyone pleased her greatly.	SC_RC	CRITICAL_7	The assertion that the aspiring entrepreneur who the philanthropist	30
63	wish her a happy birthday and have a chat.	filler	filler_40	The old man phoned his younger sister to	31
63	it was dark and the wolves came out.	filler	filler_27	The horses ran down the hill to the barn before	32
63	had called an asset to our community was behind all the odd happenings was occurring to many people in town.	SC_RC	CRITICAL_9	The inkling that the mad scientist who the mayor	33
63	chance I'll make the most of it.	filler	filler_3	If I ever get another	34
63	quietly celebrate the life of fellow aviator John "Bookworm" Johnson.	filler	filler_24	The aviators gathered together at the library to	35
63	makes eighty seven for the modern crowd.	filler	filler_16	Four score and seven	36
63	law firm had hired was glad to be in work during these troubled times.	obj_ext_RC	4_obj_ext_RC	The paralegal who the	37
63	had picked on was a black belt in two different martial arts made a lot of sense of what had happened earlier that afternoon.	SC_RC	CRITICAL_5	The confirmation that the ambitious student who the bully	38
63	voted Conservative showed no empathy for anyone else.	sub_ext_RC	2_sub_ext_RC	The voter who	39
63	was dating the fashion model secretly feared he was in a joke of some kind.	sub_ext_RC	5_sub_ext_RC	The jockey who	40
63	had given all her money to was her twin brother in disguise broke the show for me.	SC_RC	CRITICAL_6	The realization that the cunning trickster who the woman	41
63	fixed my teeth gave me leaked and ruined my favourite shirt.	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	42
64	went to the amazing school	filler	filler	The gardener's son won a scholarship, so he	4
64	that he'd forgotten to switch the oven off 	filler	filler	When Frank woke up, he remembered	5
64	eating food in the supermarket before she'd paid for it, but in this case she made an exception 	filler	filler	Annabelle was generally against	6
64	loved, is that she played a concerto in front of thousands	SC_RC	CRITICAL_1	The story that the young violinist who the sponsors	7
64	had written it died, was submitted for publishing	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	8
64	are incredibly good fun, especially in a pandemic	filler	filler_5	Outdoor games and picnics	9
64	had taken a vested interest in was that his product would be successful	SC_RC	CRITICAL_8	The assumption that the aspiring entrepreneur who the philanthropist	10
64	had seen, was not very competent	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	11
64	the local school competition, but it was ok because they had won	filler	filler_34	The choir made a lot of noise in the back of the bus after	12
64	had been bribing was corrupt was news to many people	SC_RC	CRITICAL_6	The realization that the savvy politician who the banker	13
64	homeless man had brought the injured dog to agreed to treat it for free	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	14
64	cheated on her	filler	filler_12	Carl admitted to Larissa the he had	15
64	coach had never liked finally quit the team	obj_ext_RC	5_obj_ext_RC	The bowler who the	17
64	watch the birds fly overhead for their yearly migration	filler	filler_24	The aviators gathered together at the library to	19
64	thick shirt he'd decided to wear on the sunny day	filler	filler_35	The lumberjack sweated under the	18
64	baby is born	filler	filler_14	Every 20 minutes in the US a	21
64	chance to tell my Granny I loved her, I would seize it with both hands	filler	filler_3	If I ever get another	22
64	thought had broken his leg was allergic to penicillin could've been a real issue	SC_RC	CRITICAL_11	The fact that the frightened child who the medic	23
64	won the race was the favourite	sub_ext_RC	5_sub_ext_RC	The jockey who	24
64	had been incredibly rude to throughout service went home and cried	RC_RC_an	3_RC_RC_an	The waiter who the customer who	25
64	had villified for years was actually innocent was surprising to all	SC_RC	CRITICAL_0	The report that the suspected mobster who the media	26
64	voted for Trump was an idiot	sub_ext_RC	2_sub_ext_RC	The voter who	27
64	tell her that he missed her and couldn't wait to see her	filler	filler_40	The old man phoned his younger sister to	28
64	wrote it had died went to number 1	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	29
64	company had hired to pick up the extra work was not very competent	obj_ext_RC	4_obj_ext_RC	The paralegal who the	30
64	had picked on would always go to university turned out not to be true	SC_RC	CRITICAL_7	The assertion that the ambitious student who the bully	31
64	had been interviewed for the report was not telling the truth	RC_RC_an	1_RC_RC_an	The reporter who the professor who	32
64	the rain storm began	filler	filler_27	The horses ran down the hill to the barn before	33
64	had nearly drowned during the rescue was in fact an Olympic champion surprised many	SC_RC	CRITICAL_4	The disclosure that the courageous lifesaver who the swimmer	34
64	waited for him to arrive	filler	filler_29	She drummed her fingers against the table as she	35
64	shot the bear truly thought it was a danger to the park visitors	sub_ext_RC	4_sub_ext_RC	The ranger who	36
64	had put in charge was a good man was untrue	SC_RC	CRITICAL_10	The belief that the military commander who the president	37
64	had been given it for his birthday, was in fact alive and partied with the other pens at night	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	38
64	had stolen from made was presumptuous and accusatory	SC_RC	CRITICAL_3	The declaration that the angry bookseller who the thief	39
64	like me, that's your problem	filler	filler_6	If you don't	40
64	is a pretty decent score for an opening round	filler	filler_16	Four score and seven	41
64	had been sleeping with was in fact married made the situation much worse	SC_RC	CRITICAL_2	The admission that the school principal who the teacher	42
65	that he had put a load of washing on last night and had to hang it out.	filler	filler	When Frank woke up, he remembered	5
65	celebrated by going to the pub with his mates.	filler	filler	The gardener's son won a scholarship, so he	6
65	sang in alto, was beautiful. 	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	8
65	was in a relationship with was met with disdain.	SC_RC	CRITICAL_2	The admission that the successful CEO who the employee	9
65	rode well was rewarded well.	sub_ext_RC	5_sub_ext_RC	The jockey who	10
65	chance to live my life again, I wouldn't change much.	filler	filler_3	If I ever get another	11
65	tell her he was coming to visit.	filler	filler_40	The old man phoned his younger sister to	12
65	the strong winds whipped up a storm.	filler	filler_27	The horses ran down the hill to the barn before	13
65	was working with led to both of their arrests. 	SC_RC	CRITICAL_4	The disclosure that the shady trader who the businessman	14
65	supported Labour, accidentally voted for National.	sub_ext_RC	2_sub_ext_RC	The voter who	15
65	thought was spied in the corridor, led to an interesting discussion with the nurses.	SC_RC	CRITICAL_9	The inkling that the famous surgeon who the patient	16
65	knew the area better than the back of his hand, was confused by what he saw.	sub_ext_RC	4_sub_ext_RC	The ranger who	17
65	had arrested but was now free to go, was of concern to the victims.	SC_RC	CRITICAL_3	The declaration that the alleged criminal who the officer	18
65	eat your dinner, you won't get any pudding.	filler	filler_6	If you don't	19
65	admired said a lot for the mentoring programme.	SC_RC	CRITICAL_11	The fact that the aspiring entrepreneur who the philanthropist	20
65	UFO sighting is reported.	filler	filler_14	Every 20 minutes in the US a	21
65	heavy jacket he was wearing.	filler	filler_35	The lumberjack sweated under the	22
65	impatiently waited her turn.	filler	filler_29	She drummed her fingers against the table as she	23
65	had accosted was noted by the police officer.	SC_RC	CRITICAL_5	The confirmation that the injured victims who the criminal	24
65	lawyer had promoted proved her value with her hard work.	obj_ext_RC	4_obj_ext_RC	The paralegal who the	25
65	years ago, our fathers brought forth on this continent a new nation.	filler	filler_16	Four score and seven	26
65	was waiting patiently for a friend. knew about the specials.	RC_RC_an	3_RC_RC_an	The waiter who the customer who	27
65	spoke of, was that she was leading the assembly.	SC_RC	CRITICAL_7	The assertion that the school principal who the teacher	28
65	not taken the rubbish out.	filler	filler_12	Carl admitted to Larissa the he had	29
65	are much more fun in the summer sunshine.	filler	filler_5	Outdoor games and picnics	30
65	was the foreperson, looked at, knew the fate of his client.	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	31
65	used to be teacher and student, respected each others work.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	32
65	backed made for interesting reading. 	SC_RC	CRITICAL_0	The report that the savvy politician who the banker	33
65	discuss their future plans.	filler	filler_24	The aviators gathered together at the library to	34
65	thought was cheating was sadly true.	SC_RC	CRITICAL_6	The realization that the college student who the professor	35
65	was tired used, was running low on ink.	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	36
65	their once-in-a-life-time stage performance.	filler	filler_34	The choir made a lot of noise in the back of the bus after	37
65	farmer respected gave some sage advice.	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	38
65	worked with knew how to write a brief was incorrect.	SC_RC	CRITICAL_10	The belief that the marketing whiz who the artist	39
65	batsman abhorred took his last bowl.	obj_ext_RC	5_obj_ext_RC	The bowler who the	40
65	was desperate to sell, was written on a 1970's typewriter.	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	41
65	treated for depression made headline news in the Psychiatrists Journal.	SC_RC	CRITICAL_1	The story that the marathon runner who the psychiatrist	42
66	he had forgotten to switch on the alarm.	filler	filler	When Frank woke up, he remembered	4
66	celebrated with a beer. 	filler	filler	The gardener's son won a scholarship, so he	5
66	racism.	filler	filler	Annabelle was generally against	6
66	hot sun.	filler	filler_35	The lumberjack sweated under the	7
66	liked, was married.	SC_RC	CRITICAL_8	The assumption that the college student who the professor	8
66	had a mask on, dropped to the floor. 	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	9
66	looked up to, was open and honest. 	SC_RC	CRITICAL_4	The disclosure that the old preacher who the parishioners	10
66	turning and heading back up again. 	filler	filler_27	The horses ran down the hill to the barn before	11
66	liked, was shocking. 	SC_RC	CRITICAL_3	The declaration that the school principal who the teacher	12
66	waited. 	filler	filler_29	She drummed her fingers against the table as she	13
66	wanted to end this here and now, sat down. 	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	14
66	observed, was interesting. 	SC_RC	CRITICAL_0	The report that the aspiring entrepreneur who the philanthropist	15
66	day off I will do the gardening. 	filler	filler_3	If I ever get another	16
66	disliked, came as a great revelation. 	SC_RC	CRITICAL_5	The confirmation that the successful CEO who the employee	17
66	voted the other party, was disappointed	sub_ext_RC	2_sub_ext_RC	The voter who	18
66	a successful day. 	filler	filler_34	The choir made a lot of noise in the back of the bus after	19
66	avoided at all costs, went by without much comment. 	SC_RC	CRITICAL_1	The story that the shady trader who the businessman	20
66	person dies. 	filler	filler_14	Every 20 minutes in the US a	21
66	give her the good news. 	filler	filler_40	The old man phoned his younger sister to	22
66	had injured, was a great relief.	SC_RC	CRITICAL_2	The admission that the injured victims who the criminal	23
