condition	correct_answer	given_answer	item	rating	sentence	slide_number	workerid
2	NA	NA	10	3	The assertion that the injured victims who the criminal had assaulted calmed everyone down.	49	119
filler	N	N	filler	1	Maple trees are classified as deciduous, whereas Norwegian pines are considered to be evergreen.	50	119
filler	N	Y	filler	1	The city of San Francisco is considered an expensive place to live, as rental rates routinely approach thousands of dollars.	51	119
filler	Y	Y	filler	2	The librarian delivered the books with many photographs to the building which depicted horses.	52	119
filler	NA	NA	filler	2	The principal questioned the member about the clique who was mouthing off to teachers.	53	119
filler	Y	Y	filler	1	When my father lived in Australia, he would often go surfing along the coastal waters of Melbourne.	54	119
2	NA	NA	18	2	The reminder that the violent extremist who the agent had just tracked down was disconcerting.	55	119
filler	NA	NA	filler	1	The agent approached the publicists about the photo-shoot.	56	119
filler	Y	Y	filler	1	The board of directors announced that the business acquisition strategy was proceeding as planned.	57	119
2	NA	NA	4	5	The indication that the college student who the professor accused of cheating made the professor happy.	58	119
filler	NA	NA	filler	2	The student petitioned the instructor about the college who was writing a thesis on Philosophy.	59	119
0	NA	NA	11	2	The statement that the frightened child who the medic rescued from the flood was completely unharmed relieved everyone.	60	119
filler	Y	Y	filler	1	The police officer will guard the crosswalk as the children pass by on the way to elementary school.	61	119
filler	NA	NA	filler	1	The publisher complimented the editors on the magazine.	62	119
filler	NA	NA	filler	4	The neighbor approached the owner about the dog who was building a doghouse over the property line.	63	119
filler	Y	Y	filler	1	Jonathan will buy the red sports car from the dealer as soon as he returns from his vacation in the Caribbean.	64	119
filler	NA	NA	filler	1	The counselor consoled the students about the competition.	65	119
filler	NA	NA	filler	2	The critic complimented the director about the play who was asked to write the screenplay.	66	119
0	NA	NA	3	4	The realization that the school principal who the teacher had an affair with had been fired was quoted in the newspaper.	67	119
filler	Y	N	filler	4	The man that drove the car that had the paint job that was peeling ran into a pedestrian.	68	119
0	NA	NA	12	3	The assumption that the famous surgeon who the patient accused of malpractice had a fake degree was not a surprise.	69	119
2	NA	NA	13	2	The conclusion that the leading man who the starlet fell in love with almost made her cry.	70	119
filler	Y	Y	filler	4	The lecturer spoke to the man in the classroom wearing a blue suit which had good seating and blackboards.	71	119
filler	NA	NA	filler	3	The republican challenged the president about the nation who was elected by the left-wing opposition.	72	119
0	NA	NA	0	3	The announcement that the suspected mobster who the media portrayed in detail was on the run turned out to be true.	73	119
filler	NA	NA	filler	2	The officer cautioned the driver about the explorer who was talking on the phone while driving.	74	119
filler	NA	NA	filler	1	The principal criticized the instructors for the program.	7	120
filler	NA	NA	filler	1	The socialite praised the hostess about the party who was preparing a fresh batch of punch.	8	120
filler	N	N	filler	4	The florist sent the flowers on the table to the boy that were very expensive.	9	120
filler	Y	Y	filler	5	When the boat on the shore Philip reached try to start the engine and escape from the soldiers he did.	10	120
0	NA	NA	19	3	The suggestion that the famous surgeon who the patient accused of malpractice had a fake degree was not a surprise.	11	120
filler	NA	NA	filler	3	The reporter approached the victim about the attack who was injured by the suicide bomber.	12	120
filler	NA	NA	filler	3	The parent called the teacher about the class who was giving bad grades to foreign students.	13	120
filler	NA	NA	filler	3	The colonel cautioned the commander about the platoon who was ordering the troops to continue fighting.	14	120
0	NA	NA	15	2	The report that the violent extremist who the agent had just tracked down was going to get an award was disconcerting.	15	120
0	NA	NA	17	4	The rumor that the marathon runner who the psychiatrist treated for his illness was actually doping was ridiculous.	16	120
filler	NA	NA	filler	4	The salesman called the buyer about the rifle who was looking for antiques from the war.	17	120
filler	Y	Y	filler	5	The lecturer spoke to the man in the classroom wearing a blue suit which had good seating and blackboards.	18	120
filler	Y	Y	filler	3	The man that drove the car that had the paint job that was peeling ran into a pedestrian.	19	120
filler	N	N	filler	2	Maple trees are classified as deciduous, whereas Norwegian pines are considered to be evergreen.	20	120
filler	NA	NA	filler	5	Yesterday, a patient complained who had missed his noon appointment so the doctor agreed to see him early tomorrow.	21	120
2	NA	NA	16	3	The information that the suspected mobster who the media portrayed in detail turned out to be true.	22	120
filler	Y	Y	filler	1	Jonathan will buy the red sports car from the dealer as soon as he returns from his vacation in the Caribbean.	23	120
0	NA	NA	13	5	The conclusion that the military commander who the president appointed last month was pushing for war troubled people.	24	120
2	NA	NA	5	3	The remark that the shady trader who the businessman consulted for advice was confirmed.	25	120
filler	NA	NA	filler	1	The socialite praised the hostesses for the party which was held yesterday in a luxurious ballroom.	26	120
filler	NA	NA	filler	1	The principal questioned the member about the clique who was mouthing off to teachers.	27	120
2	NA	NA	11	2	The statement that the leading man who the starlet fell in love with almost made her cry.	28	120
0	NA	NA	1	2	The suspicion that the frightened child who the medic rescued from the flood was completely unharmed relieved everyone.	29	120
filler	NA	NA	filler	1	The reporter interviewed the actors about the movie.	30	120
filler	NA	NA	filler	2	The activist petitioned the sponsor about the bill who was speaking out against immigration.	31	120
filler	N	N	filler	1	The two children walked slowly in front of their mother as they gradually approached the playground.	32	120
filler	N	N	filler	4	The astronaut flew the spaceship with three tanks to the moon which were filled with fuel.	33	120
filler	Y	Y	filler	1	The police officer will guard the crosswalk as the children pass by on the way to elementary school.	34	120
filler	N	N	filler	1	Harvard University recently purchased a large tract of land to be used as a new boathouse for the rowing team.	35	120
2	NA	NA	18	2	The suspicion that the alleged criminal who the officer arrested after the murder was entirely bogus.	36	120
2	NA	NA	6	2	The speculation that the young violinist who the sponsors backed financially is likely true.	37	120
0	NA	NA	4	3	The indication that the famous sculptor who the painter admired more than anyone wasn't talented was completely untrue.	38	120
0	NA	NA	2	2	The allegation that the marketing whiz who the artist had hired was a fraud shocked everyone.	39	120
filler	NA	NA	filler	3	This morning, a manager stayed who is rarely in the office so the employees were very well behaved.	40	120
filler	NA	NA	filler	5	The neighbor approached the owner about the dog who was building a doghouse over the property line.	41	120
filler	NA	NA	filler	4	The host complimented the author about the book who was being interviewed on all the talk shows.	42	120
filler	Y	Y	filler	3	The librarian delivered the books with many photographs to the building which depicted horses.	43	120
filler	N	N	filler	2	The city of San Francisco is considered an expensive place to live, as rental rates routinely approach thousands of dollars.	44	120
filler	NA	NA	filler	1	The counselor consoled the students about the competition.	45	120
filler	Y	Y	filler	4	Because if when the baby is crying, the mother gets upset, the father will help, the grandmother can rest easily.	46	120
0	NA	NA	9	5	The finding that the injured victims who the criminal had assaulted were going to survive calmed everyone down.	47	120
filler	N	N	filler	2	In 1945, Germany and Japan surrendered to the Allied forces, ending one of the bloodiest conflicts in history.	48	120
filler	NA	NA	filler	3	The republican challenged the president about the nation who was elected by the left-wing opposition.	49	120
2	NA	NA	12	2	The assumption that the conservative senator who the diplomat opposed in the election really made him angry.	50	120
filler	NA	NA	filler	1	The student petitioned the professors regarding the course.	51	120
filler	Y	Y	filler	1	When my father lived in Australia, he would often go surfing along the coastal waters of Melbourne.	52	120
filler	Y	Y	filler	2	The board of directors announced that the business acquisition strategy was proceeding as planned.	53	120
filler	N	N	filler	3	Since when it storms, the grass gets wet, the landscaper can't cut the grass, the garden will be overgrown.	54	120
filler	NA	NA	filler	3	The sportscaster interviewed the captain about the team who was leading his team to the championship.	55	120
0	NA	NA	10	4	The assertion that the college student who the professor accused of cheating was dropping the class made the professor happy.	56	120
2	NA	NA	3	4	The realization that the office clerk who the customer called on the phone seemed absurd.	57	120
2	NA	NA	8	2	The presumption that the successful CEO who the employee impressed with his enthusiam was entirely correct.	58	120
filler	NA	NA	filler	1	The publisher complimented the editors on the magazine.	59	120
filler	Y	Y	filler	2	The soccer team easily defeated their opponents with an impressive show of speed, cleverness and tenacity.	60	120
filler	Y	Y	filler	4	The team decided that the strategy that the visitors from Arkansas that were known to be troublemakers had used to win the tournament was a form of cheating.	61	120
0	NA	NA	7	2	The assurance that the school principal who the teacher had an affair with had been fired was quoted in the newspaper.	62	120
filler	NA	NA	filler	3	The homeowner consulted the architect about the house who was worried about being behind schedule.	63	120
filler	NA	NA	filler	4	The student petitioned the instructor about the college who was writing a thesis on Philosophy.	64	120
filler	NA	NA	filler	4	The critic complimented the director about the play who was asked to write the screenplay.	65	120
filler	NA	NA	filler	5	The officer cautioned the driver about the explorer who was talking on the phone while driving.	66	120
2	NA	NA	14	3	The declaration that the savvy politician who the banker gave thousands of dollars came as a shock to his supporters.	67	120
filler	NA	NA	filler	1	The agent approached the publicists about the photo-shoot.	68	120
filler	N	N	filler	5	The delivery man left the package with two labels on the porch which were printed with an address.	69	120
filler	NA	NA	filler	2	The scientist challenged the inventor about the drug who was claiming to have found a cure for cancer.	70	120
filler	NA	NA	filler	2	The chairman consulted the executive about the company who was playing golf at the country club.	71	120
filler	NA	NA	filler	4	The professor said that the student that the committee that was visiting picked would present at the conference.	72	120
2	NA	NA	0	2	The announcement that the old preacher who the parishioners fired yesterday proved to be true.	73	120
filler	NA	NA	filler	5	The policeman questioned the driver about the bus who was directing tourists to the restricted ruins.	74	120
filler	N	N	filler	3	The florist sent the flowers on the table to the boy that were very expensive.	7	121
filler	NA	NA	filler	1	The principal criticized the instructors for the program.	8	121
filler	NA	NA	filler	3	The socialite praised the hostess about the party who was preparing a fresh batch of punch.	9	121
filler	NA	NA	filler	2	The student petitioned the instructor about the college who was writing a thesis on Philosophy.	10	121
filler	NA	NA	filler	1	The agent approached the publicists about the photo-shoot.	11	121
filler	NA	NA	filler	3	The reporter approached the victim about the attack who was injured by the suicide bomber.	12	121
filler	N	N	filler	2	Since when it storms, the grass gets wet, the landscaper can't cut the grass, the garden will be overgrown.	13	121
filler	NA	NA	filler	4	The policeman questioned the driver about the bus who was directing tourists to the restricted ruins.	14	121
filler	NA	NA	filler	3	The officer cautioned the driver about the explorer who was talking on the phone while driving.	15	121
filler	Y	Y	filler	2	The librarian delivered the books with many photographs to the building which depicted horses.	16	121
filler	NA	NA	filler	2	The homeowner consulted the architect about the house who was worried about being behind schedule.	17	121
filler	Y	Y	filler	5	When the boat on the shore Philip reached try to start the engine and escape from the soldiers he did.	18	121
filler	NA	NA	filler	3	Yesterday, a patient complained who had missed his noon appointment so the doctor agreed to see him early tomorrow.	19	121
0	NA	NA	12	2	The assumption that the frightened child who the medic rescued from the flood was completely unharmed relieved everyone.	20	121
2	NA	NA	2	2	The allegation that the shady trader who the businessman consulted for advice was confirmed.	21	121
2	NA	NA	15	4	The declaration that the office clerk who the customer called on the phone seemed absurd.	22	121
filler	Y	Y	filler	2	Jonathan will buy the red sports car from the dealer as soon as he returns from his vacation in the Caribbean.	23	121
filler	NA	NA	filler	3	The professor said that the student that the committee that was visiting picked would present at the conference.	24	121
filler	NA	NA	filler	1	The publisher complimented the editors on the magazine.	25	121
filler	NA	NA	filler	2	The sportscaster interviewed the captain about the team who was leading his team to the championship.	26	121
filler	N	N	filler	1	In 1945, Germany and Japan surrendered to the Allied forces, ending one of the bloodiest conflicts in history.	27	121
filler	NA	NA	filler	2	The host complimented the author about the book who was being interviewed on all the talk shows.	28	121
filler	NA	NA	filler	4	The scientist challenged the inventor about the drug who was claiming to have found a cure for cancer.	29	121
filler	Y	Y	filler	3	The team decided that the strategy that the visitors from Arkansas that were known to be troublemakers had used to win the tournament was a form of cheating.	30	121
filler	Y	Y	filler	3	The lecturer spoke to the man in the classroom wearing a blue suit which had good seating and blackboards.	31	121
0	NA	NA	16	3	The information that the injured victims who the criminal had assaulted were going to survive calmed everyone down.	32	121
0	NA	NA	0	4	The announcement that the alleged criminal who the officer arrested after the murder was not in fact guilty was entirely bogus.	33	121
0	NA	NA	6	3	The speculation that the marathon runner who the psychiatrist treated for his illness was actually doping was ridiculous.	34	121
filler	NA	NA	filler	2	The critic complimented the director about the play who was asked to write the screenplay.	35	121
2	NA	NA	18	5	The reminder that the college student who the professor accused of cheating made the professor happy.	36	121
0	NA	NA	10	3	The assertion that the savvy politician who the banker gave thousands of dollars was laundering money came as a shock to his supporters.	37	121
0	NA	NA	14	2	The admission that the young violinist who the sponsors backed financially abused drugs is likely true.	38	121
filler	N	N	filler	1	The city of San Francisco is considered an expensive place to live, as rental rates routinely approach thousands of dollars.	39	121
2	NA	NA	1	5	The suspicion that the leading man who the starlet fell in love with almost made her cry.	40	121
filler	NA	NA	filler	2	The chairman consulted the executive about the company who was playing golf at the country club.	41	121
filler	Y	Y	filler	1	The board of directors announced that the business acquisition strategy was proceeding as planned.	42	121
filler	N	N	filler	2	The astronaut flew the spaceship with three tanks to the moon which were filled with fuel.	43	121
filler	Y	Y	filler	1	When my father lived in Australia, he would often go surfing along the coastal waters of Melbourne.	44	121
filler	N	N	filler	1	Maple trees are classified as deciduous, whereas Norwegian pines are considered to be evergreen.	45	121
filler	N	N	filler	1	The two children walked slowly in front of their mother as they gradually approached the playground.	46	121
filler	Y	Y	filler	1	The soccer team easily defeated their opponents with an impressive show of speed, cleverness and tenacity.	47	121
filler	NA	NA	filler	3	The parent called the teacher about the class who was giving bad grades to foreign students.	48	121
filler	N	N	filler	2	Harvard University recently purchased a large tract of land to be used as a new boathouse for the rowing team.	49	121
filler	Y	Y	filler	2	The police officer will guard the crosswalk as the children pass by on the way to elementary school.	50	121
0	NA	NA	3	2	The realization that the school principal who the teacher had an affair with had been fired was quoted in the newspaper.	51	121
0	NA	NA	4	4	The indication that the famous sculptor who the painter admired more than anyone wasn't talented was completely untrue.	52	121
2	NA	NA	7	5	The assurance that the violent extremist who the agent had just tracked down was disconcerting.	53	121
filler	NA	NA	filler	1	The reporter interviewed the actors about the movie.	54	121
filler	NA	NA	filler	2	The neighbor approached the owner about the dog who was building a doghouse over the property line.	55	121
filler	Y	Y	filler	1	The man that drove the car that had the paint job that was peeling ran into a pedestrian.	56	121
2	NA	NA	5	5	The remark that the old preacher who the parishioners fired yesterday proved to be true.	57	121
filler	NA	NA	filler	3	The principal questioned the member about the clique who was mouthing off to teachers.	58	121
filler	NA	NA	filler	2	The activist petitioned the sponsor about the bill who was speaking out against immigration.	59	121
filler	N	N	filler	2	The delivery man left the package with two labels on the porch which were printed with an address.	60	121
filler	Y	Y	filler	2	Because if when the baby is crying, the mother gets upset, the father will help, the grandmother can rest easily.	61	121
filler	NA	NA	filler	1	The counselor consoled the students about the competition.	62	121
filler	NA	NA	filler	2	The socialite praised the hostesses for the party which was held yesterday in a luxurious ballroom.	63	121
filler	NA	NA	filler	2	This morning, a manager stayed who is rarely in the office so the employees were very well behaved.	64	121
0	NA	NA	8	3	The presumption that the suspected mobster who the media portrayed in detail was on the run turned out to be true.	65	121
filler	NA	NA	filler	2	The colonel cautioned the commander about the platoon who was ordering the troops to continue fighting.	66	121
2	NA	NA	17	3	The proof that the military commander who the president appointed last month troubled people.	67	121
filler	NA	NA	filler	3	The republican challenged the president about the nation who was elected by the left-wing opposition.	68	121
2	NA	NA	11	2	The statement that the marketing whiz who the artist had hired shocked everyone.	69	121
0	NA	NA	19	3	The inkling that the conservative senator who the diplomat opposed in the election won in the run-off really made him angry.	70	121
2	NA	NA	9	2	The finding that the famous surgeon who the patient accused of malpractice was not a surprise.	71	121
2	NA	NA	13	5	The conclusion that the successful CEO who the employee impressed with his enthusiam was entirely correct.	72	121
filler	NA	NA	filler	2	The salesman called the buyer about the rifle who was looking for antiques from the war.	73	121
filler	NA	NA	filler	1	The student petitioned the professors regarding the course.	74	121
filler	NA	NA	filler	1	The principal criticized the instructors for the program.	7	122
filler	NA	NA	filler	3	The socialite praised the hostess about the party who was preparing a fresh batch of punch.	8	122
filler	N	N	filler	3	The florist sent the flowers on the table to the boy that were very expensive.	9	122
filler	NA	NA	filler	4	The republican challenged the president about the nation who was elected by the left-wing opposition.	10	122
filler	NA	NA	filler	3	The sportscaster interviewed the captain about the team who was leading his team to the championship.	11	122
filler	NA	NA	filler	1	The publisher complimented the editors on the magazine.	12	122
filler	NA	NA	filler	3	The critic complimented the director about the play who was asked to write the screenplay.	13	122
2	NA	NA	18	3	The declaration that the alleged criminal who the officer arrested after the murder was entirely bogus.	14	122
filler	N	N	filler	3	The astronaut flew the spaceship with three tanks to the moon which were filled with fuel.	15	122
filler	NA	NA	filler	1	The reporter interviewed the actors about the movie.	16	122
filler	NA	NA	filler	4	Yesterday, a patient complained who had missed his noon appointment so the doctor agreed to see him early tomorrow.	17	122
filler	Y	Y	filler	2	When my father lived in Australia, he would often go surfing along the coastal waters of Melbourne.	18	122
filler	NA	NA	filler	4	The host complimented the author about the book who was being interviewed on all the talk shows.	19	122
filler	NA	NA	filler	3	The scientist challenged the inventor about the drug who was claiming to have found a cure for cancer.	20	122
filler	NA	NA	filler	3	The homeowner consulted the architect about the house who was worried about being behind schedule.	21	122
filler	Y	Y	filler	5	The team decided that the strategy that the visitors from Arkansas that were known to be troublemakers had used to win the tournament was a form of cheating.	22	122
filler	NA	NA	filler	3	The parent called the teacher about the class who was giving bad grades to foreign students.	23	122
filler	NA	NA	filler	3	The student petitioned the instructor about the college who was writing a thesis on Philosophy.	24	122
2	NA	NA	11	4	The statement that the violent extremist who the agent had just tracked down was disconcerting.	25	122
0	NA	NA	7	4	The assurance that the office clerk who the customer called on the phone was a super hero seemed absurd.	26	122
2	NA	NA	2	4	The allegation that the injured victims who the criminal had assaulted calmed everyone down.	27	122
filler	NA	NA	filler	3	The colonel cautioned the commander about the platoon who was ordering the troops to continue fighting.	28	122
filler	Y	Y	filler	1	The board of directors announced that the business acquisition strategy was proceeding as planned.	29	122
0	NA	NA	3	3	The realization that the shady trader who the businessman consulted for advice acted on insider information was confirmed.	30	122
0	NA	NA	4	3	The indication that the old preacher who the parishioners fired yesterday stole money from the church proved to be true.	31	122
filler	Y	Y	filler	1	The police officer will guard the crosswalk as the children pass by on the way to elementary school.	32	122
filler	N	N	filler	2	In 1945, Germany and Japan surrendered to the Allied forces, ending one of the bloodiest conflicts in history.	33	122
2	NA	NA	17	4	The idea that the leading man who the starlet fell in love with almost made her cry.	34	122
filler	NA	NA	filler	4	The salesman called the buyer about the rifle who was looking for antiques from the war.	35	122
filler	N	N	filler	3	Since when it storms, the grass gets wet, the landscaper can't cut the grass, the garden will be overgrown.	36	122
0	NA	NA	15	5	The admission that the successful CEO who the employee impressed with his enthusiam wanted to retire was entirely correct.	37	122
2	NA	NA	14	5	The evidence that the school principal who the teacher had an affair with was quoted in the newspaper.	38	122
filler	N	N	filler	2	Maple trees are classified as deciduous, whereas Norwegian pines are considered to be evergreen.	39	122
2	NA	NA	5	4	The remark that the frightened child who the medic rescued from the flood relieved everyone.	40	122
filler	N	N	filler	1	The two children walked slowly in front of their mother as they gradually approached the playground.	41	122
0	NA	NA	8	2	The presumption that the military commander who the president appointed last month was pushing for war troubled people.	42	122
filler	NA	NA	filler	4	The chairman consulted the executive about the company who was playing golf at the country club.	43	122
filler	Y	Y	filler	3	The man that drove the car that had the paint job that was peeling ran into a pedestrian.	44	122
0	NA	NA	16	5	The information that the savvy politician who the banker gave thousands of dollars was laundering money came as a shock to his supporters.	45	122
filler	Y	Y	filler	4	The librarian delivered the books with many photographs to the building which depicted horses.	46	122
filler	N	N	filler	4	The delivery man left the package with two labels on the porch which were printed with an address.	47	122
filler	NA	NA	filler	5	The professor said that the student that the committee that was visiting picked would present at the conference.	48	122
filler	Y	Y	filler	5	When the boat on the shore Philip reached try to start the engine and escape from the soldiers he did.	49	122
2	NA	NA	9	5	The finding that the marathon runner who the psychiatrist treated for his illness was ridiculous.	50	122
0	NA	NA	13	3	The conclusion that the young violinist who the sponsors backed financially abused drugs is likely true.	51	122
filler	NA	NA	filler	1	The student petitioned the professors regarding the course.	52	122
2	NA	NA	6	3	The speculation that the suspected mobster who the media portrayed in detail turned out to be true.	53	122
filler	NA	NA	filler	4	The neighbor approached the owner about the dog who was building a doghouse over the property line.	54	122
filler	NA	NA	filler	2	The principal questioned the member about the clique who was mouthing off to teachers.	55	122
filler	NA	NA	filler	4	The policeman questioned the driver about the bus who was directing tourists to the restricted ruins.	56	122
filler	N	N	filler	2	Harvard University recently purchased a large tract of land to be used as a new boathouse for the rowing team.	57	122
filler	NA	NA	filler	1	The counselor consoled the students about the competition.	58	122
filler	Y	Y	filler	2	The soccer team easily defeated their opponents with an impressive show of speed, cleverness and tenacity.	59	122
filler	Y	Y	filler	4	The lecturer spoke to the man in the classroom wearing a blue suit which had good seating and blackboards.	60	122
filler	NA	NA	filler	4	The reporter approached the victim about the attack who was injured by the suicide bomber.	61	122
0	NA	NA	0	4	The announcement that the college student who the professor accused of cheating was dropping the class made the professor happy.	62	122
0	NA	NA	10	5	The assertion that the conservative senator who the diplomat opposed in the election won in the run-off really made him angry.	63	122
filler	Y	Y	filler	2	Jonathan will buy the red sports car from the dealer as soon as he returns from his vacation in the Caribbean.	64	122
2	NA	NA	1	3	The suspicion that the marketing whiz who the artist had hired shocked everyone.	65	122
filler	NA	NA	filler	3	The officer cautioned the driver about the explorer who was talking on the phone while driving.	66	122
0	NA	NA	19	3	The news that the famous surgeon who the patient accused of malpractice had a fake degree was not a surprise.	67	122
2	NA	NA	12	3	The assumption that the famous sculptor who the painter admired more than anyone was completely untrue.	68	122
filler	NA	NA	filler	4	This morning, a manager stayed who is rarely in the office so the employees were very well behaved.	69	122
filler	NA	NA	filler	1	The agent approached the publicists about the photo-shoot.	70	122
filler	Y	Y	filler	5	Because if when the baby is crying, the mother gets upset, the father will help, the grandmother can rest easily.	71	122
filler	N	N	filler	2	The city of San Francisco is considered an expensive place to live, as rental rates routinely approach thousands of dollars.	72	122
filler	NA	NA	filler	2	The socialite praised the hostesses for the party which was held yesterday in a luxurious ballroom.	73	122
filler	NA	NA	filler	4	The activist petitioned the sponsor about the bill who was speaking out against immigration.	74	122
filler	NA	NA	filler	3	The socialite praised the hostess about the party who was preparing a fresh batch of punch.	7	123
filler	N	N	filler	2	The florist sent the flowers on the table to the boy that were very expensive.	8	123
filler	NA	NA	filler	1	The principal criticized the instructors for the program.	9	123
filler	Y	Y	filler	1	When my father lived in Australia, he would often go surfing along the coastal waters of Melbourne.	10	123
2	NA	NA	11	3	The statement that the successful CEO who the employee impressed with his enthusiam was entirely correct.	11	123
filler	NA	NA	filler	1	The agent approached the publicists about the photo-shoot.	12	123
filler	N	N	filler	1	In 1945, Germany and Japan surrendered to the Allied forces, ending one of the bloodiest conflicts in history.	13	123
filler	NA	NA	filler	4	This morning, a manager stayed who is rarely in the office so the employees were very well behaved.	14	123
filler	N	N	filler	2	The delivery man left the package with two labels on the porch which were printed with an address.	15	123
filler	Y	Y	filler	1	Jonathan will buy the red sports car from the dealer as soon as he returns from his vacation in the Caribbean.	16	123
2	NA	NA	15	4	The disclosure that the violent extremist who the agent had just tracked down was disconcerting.	17	123
filler	NA	NA	filler	2	The salesman called the buyer about the rifle who was looking for antiques from the war.	18	123
2	NA	NA	4	3	The indication that the military commander who the president appointed last month troubled people.	19	123
filler	N	Y	filler	1	Harvard University recently purchased a large tract of land to be used as a new boathouse for the rowing team.	20	123
filler	NA	NA	filler	1	The policeman questioned the driver about the bus who was directing tourists to the restricted ruins.	21	123
filler	NA	NA	filler	1	The republican challenged the president about the nation who was elected by the left-wing opposition.	22	123
filler	NA	NA	filler	1	The neighbor approached the owner about the dog who was building a doghouse over the property line.	23	123
filler	N	N	filler	1	Maple trees are classified as deciduous, whereas Norwegian pines are considered to be evergreen.	24	123
filler	NA	NA	filler	2	The officer cautioned the driver about the explorer who was talking on the phone while driving.	25	123
filler	NA	NA	filler	4	The parent called the teacher about the class who was giving bad grades to foreign students.	26	123
2	NA	NA	8	3	The presumption that the savvy politician who the banker gave thousands of dollars came as a shock to his supporters.	27	123
filler	Y	Y	filler	1	The soccer team easily defeated their opponents with an impressive show of speed, cleverness and tenacity.	28	123
0	NA	NA	18	4	The information that the office clerk who the customer called on the phone was a super hero seemed absurd.	29	123
filler	NA	NA	filler	1	The student petitioned the professors regarding the course.	30	123
filler	NA	NA	filler	1	The counselor consoled the students about the competition.	31	123
filler	NA	NA	filler	1	The activist petitioned the sponsor about the bill who was speaking out against immigration.	32	123
0	NA	NA	9	3	The finding that the school principal who the teacher had an affair with had been fired was quoted in the newspaper.	33	123
0	NA	NA	1	3	The suspicion that the alleged criminal who the officer arrested after the murder was not in fact guilty was entirely bogus.	34	123
0	NA	NA	6	2	The speculation that the conservative senator who the diplomat opposed in the election won in the run-off really made him angry.	35	123
0	NA	NA	13	3	The conclusion that the suspected mobster who the media portrayed in detail was on the run turned out to be true.	36	123
filler	NA	NA	filler	2	The principal questioned the member about the clique who was mouthing off to teachers.	37	123
filler	NA	NA	filler	2	The publisher complimented the editors on the magazine.	38	123
filler	NA	NA	filler	1	The homeowner consulted the architect about the house who was worried about being behind schedule.	39	123
filler	NA	NA	filler	1	The sportscaster interviewed the captain about the team who was leading his team to the championship.	40	123
filler	NA	NA	filler	3	The professor said that the student that the committee that was visiting picked would present at the conference.	41	123
filler	NA	NA	filler	1	The colonel cautioned the commander about the platoon who was ordering the troops to continue fighting.	42	123
2	NA	NA	3	3	The realization that the famous sculptor who the painter admired more than anyone was completely untrue.	43	123
filler	Y	Y	filler	2	Because if when the baby is crying, the mother gets upset, the father will help, the grandmother can rest easily.	44	123
2	NA	NA	0	3	The announcement that the shady trader who the businessman consulted for advice was confirmed.	45	123
filler	N	N	filler	1	The astronaut flew the spaceship with three tanks to the moon which were filled with fuel.	46	123
0	NA	NA	14	3	The suspicion that the frightened child who the medic rescued from the flood was completely unharmed relieved everyone.	47	123
filler	Y	Y	filler	1	The librarian delivered the books with many photographs to the building which depicted horses.	48	123
2	NA	NA	12	2	The assumption that the marathon runner who the psychiatrist treated for his illness was ridiculous.	49	123
0	NA	NA	5	3	The remark that the leading man who the starlet fell in love with would miss the show almost made her cry.	50	123
filler	NA	NA	filler	1	The scientist challenged the inventor about the drug who was claiming to have found a cure for cancer.	51	123
filler	NA	NA	filler	2	The critic complimented the director about the play who was asked to write the screenplay.	52	123
0	NA	NA	10	2	The assertion that the old preacher who the parishioners fired yesterday stole money from the church proved to be true.	53	123
filler	Y	Y	filler	1	The police officer will guard the crosswalk as the children pass by on the way to elementary school.	54	123
filler	NA	NA	filler	1	The reporter interviewed the actors about the movie.	55	123
filler	NA	NA	filler	1	The socialite praised the hostesses for the party which was held yesterday in a luxurious ballroom.	56	123
2	NA	NA	19	3	The confirmation that the famous surgeon who the patient accused of malpractice was not a surprise.	57	123
filler	Y	Y	filler	2	The team decided that the strategy that the visitors from Arkansas that were known to be troublemakers had used to win the tournament was a form of cheating.	58	123
filler	N	N	filler	1	The two children walked slowly in front of their mother as they gradually approached the playground.	59	123
0	NA	NA	2	3	The allegation that the injured victims who the criminal had assaulted were going to survive calmed everyone down.	60	123
filler	NA	NA	filler	1	The chairman consulted the executive about the company who was playing golf at the country club.	61	123
2	NA	NA	16	3	The admission that the college student who the professor accused of cheating made the professor happy.	62	123
filler	Y	Y	filler	4	When the boat on the shore Philip reached try to start the engine and escape from the soldiers he did.	63	123
filler	NA	NA	filler	2	The host complimented the author about the book who was being interviewed on all the talk shows.	64	123
filler	Y	Y	filler	2	The man that drove the car that had the paint job that was peeling ran into a pedestrian.	65	123
filler	N	Y	filler	1	The city of San Francisco is considered an expensive place to live, as rental rates routinely approach thousands of dollars.	66	123
filler	N	Y	filler	1	Since when it storms, the grass gets wet, the landscaper can't cut the grass, the garden will be overgrown.	67	123
2	NA	NA	7	4	The assurance that the young violinist who the sponsors backed financially is likely true.	68	123
filler	NA	NA	filler	2	The reporter approached the victim about the attack who was injured by the suicide bomber.	69	123
0	NA	NA	17	4	The report that the marketing whiz who the artist had hired was a fraud shocked everyone.	70	123
filler	NA	NA	filler	2	Yesterday, a patient complained who had missed his noon appointment so the doctor agreed to see him early tomorrow.	71	123
filler	NA	NA	filler	1	The student petitioned the instructor about the college who was writing a thesis on Philosophy.	72	123
filler	Y	Y	filler	3	The lecturer spoke to the man in the classroom wearing a blue suit which had good seating and blackboards.	73	123
filler	Y	Y	filler	2	The board of directors announced that the business acquisition strategy was proceeding as planned.	74	123
