workerid	completion	condition	item	sentence1	slide_number
1640	45	schon lange in seinem Beruf tätig war, in der Hand hielt, war blau.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	29
1641	45	heute frei hatte, traf sich mit seinem Bruder.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	30
1642	45	aus der Vorlesung geworfen hat, falsch ist.	SC_RC	EMBEDDED_11	Ich denke nicht, dass die Mutmaßung, dass der Student, den der Professor	32
1643	45	gut leiden konnte, nicht falsch sein konnte.	SC_RC	EMBEDDED_5	Klaus hat erzählt, dass das Zeichen, dass der Büroangestellte, den der Kunde	34
1644	45	alle Klienten respektieren, ist gut gelaunt.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	36
1645	45	untersucht hat, wahr ist.	SC_RC	EMBEDDED_9	Ich habe gehört, dass die Überzeugung, dass der Marathonläufer, den der Psychiater	37
1646	45	war ich zu Besuch bei meiner Tante.	filler	filler_16	Vor langer Zeit	38
1647	46	Ausländerfeindlichkeit	filler	filler	Annabelle war generell gegen	4
1648	46	die Mafia gestern ermorderte, hieß Gottlob.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	7
1649	46	sind fantastisch.	filler	filler_5	Spiele und Picknicks im Freien	8
1650	46	warb, jünger als 18 Jahre alt ist.	SC_RC	EMBEDDED_11	Klaus hat erzählt, dass die Erkenntnis, dass der Pfarrer, den das Gemeindemitglied	9
1651	46	seinem Shirt.	filler	filler_35	Der Holzfäller schwitzte unter	10
1652	46	erschoss, gestohlen wurde.	SC_RC	EMBEDDED_3	Vorher erfuhr Angela, dass der Bericht, dass der Kriminelle, den der Polizist	11
1653	46	aufhörst, schlage ich dich.	filler	filler_6	Wenn du nicht	12
1654	46	ich liebte, ging von uns.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	13
1655	46	beklaute, nichtig ist.	SC_RC	EMBEDDED_2	Ibrahim hat gemeint, dass die Klage, dass der Büroangestellte, den der Kunde	14
1656	46	es nie gab.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	15
1657	46	mich sahen.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	16
1658	46	sie einschliefen.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	17
1659	46	bestellte, ein Scharlatan ist, doof sei.	SC_RC	EMBEDDED_10	Lisa hat gesagt, dass die Ansicht, dass der Taxifahrer, den der Tourist	18
1660	46	gestern kam, belog, ging ebenfalls heute morgen.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	19
1661	46	nicht spielen konnte.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	20
1662	46	die Kinder sangen.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	21
1663	46	betrunken war, etwas erfunden hatte, schlicht falsch sei.	SC_RC	EMBEDDED_9	Die Leute glauben, dass die Annahme, dass das Kind, das der Sanitäter	22
1664	46	blau ist, verlor, ist in Wirklichkeit gelb.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	23
1665	46	gelogen hatte.	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	24
1666	46	bestellte, nachweislich log, schlicht nicht der Wahrheit entspreche.	SC_RC	EMBEDDED_7	Ich habe gehört, dass die Auffassung, dass der Schulleiter, den der Lehrer	25
1667	46	ersten Witte küsste, war ein Phantom.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	26
1668	46	kauften, nicht spielen konnte, überholt sei.	SC_RC	EMBEDDED_6	Gestern sagte Norbert, dass die Feststellung, dass der Geigenspieler, den die Sponsoren	27
1669	46	gab es Dinosaurier.	filler	filler_16	Vor langer Zeit	28
1670	46	ausraubte, in einem See ertrank, super sei.	SC_RC	EMBEDDED_5	Peter sagte mir, dass die Aufforderung, dass der Politiker, den der Banker	29
1671	46	schwarzen Kinder, schlug, starb gestern.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	30
1672	46	Blowjob bekommen würde.	filler	filler_3	Wenn ich jemals noch einen	31
1673	46	verletzte, deutsch ist, von Bedeutung wäre	SC_RC	EMBEDDED_0	Ich denke nicht, dass die Entscheidung, dass der Bildhauer, den die Anwältin	32
1674	46	zu fliegen.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	33
1675	46	Rockband HURZFURZ, coverte, war schlecht.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	34
1676	46	vergewaltigte, grün war, etwas mit der Sache zu tun hat.	SC_RC	EMBEDDED_8	Niemand denkt wirklich, dass die Befürchtung, dass der Abgeordnete, den die Diplomatin	35
1677	46	Politiker.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	36
1678	46	ersten menschen, verfasste, brannte lichterloh.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	37
1679	46	auf einem Baum lebte.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	39
1680	46	zu weinen.	filler	filler_40	Der alte Mann rief seine Schwester an, um	40
1681	46	küsste, der Mathe studierte, falsch sei.	SC_RC	EMBEDDED_4	Hans hat behauptet, dass das Zeichen, dass der Student, den der Professor	41
1682	46	etwas Großartiges.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	42
1683	47	war er glücklich.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	4
1684	47	Rassismus.	filler	filler	Annabelle war generell gegen	5
1685	47	alten Klosterschule schrieb, war sehr interessant.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	7
1686	47	anheuerte, kein italienisch spricht, äußerst unpraktisch sei.	SC_RC	EMBEDDED_11	Luigi hat gedacht, dass die Tatsache, dass der Mafioso, den der Journalist	8
1687	47	ihr Lieblingslied hörte.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	9
1688	47	sind sehr erholsame Beschäftigungen im Sommer.	filler	filler_5	Spiele und Picknicks im Freien	10
1689	47	gesehen hat, sehr hilfsbereit war.	SC_RC	EMBEDDED_2	Ich habe gehört, dass die Entdeckung, dass der Lebensretter, den der Schwimmer	11
1690	47	der Sonne.	filler	filler_35	Der Holzfäller schwitzte unter	12
1691	47	die richtige Partei wählt, existiert nicht.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	13
1692	47	zum Gespräch eingeladen hatte, besorgniserregende Aussagen traf, gerechtfertigt ist.	SC_RC	EMBEDDED_0	Die Leute glauben, dass die Kritik, dass der Kommandant, den der Präsident	14
1693	47	ihr zu sagen dass er sie lieb hat.	filler	filler_40	Der alte Mann rief seine Schwester an, um	15
1694	47	gesehen hat, leine ziehen soll, angebracht sei.	SC_RC	EMBEDDED_4	Gestern sagte Norbert, dass die Aufforderung, dass der Nachbar, den der Mann	16
1695	47	ist groß und stark.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	17
1696	47	beleidigt hat, so unglaublich doof ist, wahr ist.	SC_RC	EMBEDDED_6	Niemand denkt wirklich, dass die Vermutung, dass der Chef, den der Angestellte	18
1697	47	einen großen Schnauzer hat, in der Hand hielt, ist schwarz.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	19
1698	47	geschlagen hat, richtig ist.	SC_RC	EMBEDDED_7	Vorher erfuhr Angela, dass die Annahme, dass das Opfer, das der Verbrecher	20
1699	47	von diesen Brotkrümeln esse, werde ich mich übergeben.	filler	filler_3	Wenn ich jemals noch einen	21
1700	47	gerade einen Hut trägt, erwähnte, ist äußerst klein.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	22
1701	47	ich letztens besuchte, hat meinem Tier sehr geholfen.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	23
1702	47	gemeinsam zu lesen.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	24
1703	47	erwähnte, einen Fehler gemacht hat, keinen Hintergrund hat.	SC_RC	EMBEDDED_3	Klaus hat erzählt, dass die Klage, dass der Chirurg, den der Patient	25
1704	47	man auf der ganzen Welt kennt, heißt Ronaldo.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	27
1705	47	böse anguckte, sich in die Hose gemacht hat, nicht gerechtfertigt ist.	SC_RC	EMBEDDED_8	Ich denke nicht, dass die Mutmaßung, dass der Schulleiter, den der Lehrer	28
1706	47	ein Autounfall.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	29
1707	47	sie etwas zu essen bekommen.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	31
1708	47	ächten will, buße tat, gerechtfertigt ist.	SC_RC	EMBEDDED_5	Lisa hat gesagt, dass der Zweifel, dass der Wissenschaftler, den der Bürgermeister	32
1709	47	gab es in einer weit entfernten Galaxie einen Krieg der Sterne.	filler	filler_16	Vor langer Zeit	33
1710	47	sie nicht ihr Konzert antreten konnten.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	34
1711	47	sie liebte.	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	35
1712	47	ins essen spuckte, ermahnt hat, war sehr wütend.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	36
1713	47	sah, für spätere Zwecke zu merken sei.	SC_RC	EMBEDDED_1	Hans hat behauptet, dass das Zeichen, dass der Unternehmer, den der Wohltäter	37
1714	47	Band sang, war sehr schön.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	38
1715	47	isst, wirst zu hungern.	filler	filler_6	Wenn du nicht	39
1716	47	im Wald ist, ist auf der Arbeit.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	40
1717	47	ermahnte, gespickt habe, falsch sei.	SC_RC	EMBEDDED_10	Ibrahim hat gemeint, dass die Feststellung, dass der Student, den der Professor	41
1718	47	man gern hat, redet nicht viel über seinen Beruf.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	42
1719	48	an seinen Traum	filler	filler	Als Frank aufwachte, erinnerte er sich	4
1720	48	das Essen tierischer Produkte	filler	filler	Annabelle war generell gegen	5
1721	48	musste er keine Studiengebühren zahlen 	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	6
1722	48	behandelte, echt war	SC_RC	EMBEDDED_0	Niemand denkt wirklich, dass der Beleg, dass das Kind, das der Sanitäter	7
1723	48	bemerkte, dass sie nicht alleine war	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	8
1724	48	Mandantin zuteilte	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	9
1725	48	Falsch wäre 	SC_RC	EMBEDDED_8	Hans hat behauptet, dass die Tatsache, dass der Abgeordnete, den die Diplomatin	10
1726	48	sich zu entschuldigen 	filler	filler_40	Der alte Mann rief seine Schwester an, um	11
1727	48	Seiner Kleidung 	filler	filler_35	Der Holzfäller schwitzte unter	12
1728	48	Starb er	filler	filler_16	Vor langer Zeit	13
1729	48	Fand, falsch sei	SC_RC	EMBEDDED_2	Die Leute glauben, dass die Entdeckung, dass der Unternehmer, den der Wohltäter	14
1730	48	Ich wählte	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	15
1731	48	Häusliche Gewalt 	filler	filler_14	Alle 20 Minuten passiert in Deutschland	16
1732	48	Anstellte 	SC_RC	EMBEDDED_10	Ibrahim hat gemeint, dass die Auffassung, dass der Marathonläufer, den der Psychiater	17
1733	48	sie ins Wasser liefen 	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	18
1734	48	Engagierten	SC_RC	EMBEDDED_6	Gestern sagte Norbert, dass die Vermutung, dass der Geigenspieler, den die Sponsoren	19
1735	48	es rausbringen möchte 	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	20
1736	48	Rumfuhr 	SC_RC	EMBEDDED_5	Peter sagte mir, dass die Entscheidung, dass der Taxifahrer, den der Tourist	21
1737	48	Schluck trinke 	filler	filler_3	Wenn ich jemals noch einen	22
1738	48	für schuldig hirlt	SC_RC	EMBEDDED_3	Ich denke nicht, dass das Zeichen, dass der Betrüger, den die Frau	23
1739	48	Angestellten,	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	24
1740	48	sie den Wettbewerb gewannen	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	25
1741	48	ich auswahl 	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	26
1742	48	Beschuldigte, falsch war	SC_RC	EMBEDDED_7	Vorher erfuhr Angela, dass die Mutmaßung, dass der Buchhändler, den der Dieb	27
1743	48	zuständig war 	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	28
1744	48	Sang,sang 	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	29
1745	48	Machen spaß	filler	filler_5	Spiele und Picknicks im Freien	30
1746	48	sprichst, gibt es Ärger 	filler	filler_6	Wenn du nicht	31
1747	48	dich zu entscheiden 	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	32
1748	48	Beschuldigte falsch war	SC_RC	EMBEDDED_9	Klaus hat erzählt, dass die Annahme, dass der Student, den der Professor	33
1749	48	Am besten ist	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	34
1750	48	 Bäume fällt 	sub_ext_RC	4_sub_ext_RC	Der Förster, der	35
1751	48	ich so schön finde 	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	36
1752	48	Beschuldigte falsch war 	SC_RC	EMBEDDED_11	Luigi hat gedacht, dass die Ansicht, dass der Politiker, den der Banker	37
1753	48	da war, bediente 	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	38
1754	48	Das Leben gerettet hat	SC_RC	EMBEDDED_1	Lisa hat gesagt, dass die Kritik, dass der Lebensretter, den der Schwimmer	39
1755	48	Ärztin gekaut hat 	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	40
1756	48	Sie betrogen hat 	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	41
1757	48	Beschuldigte falsch war 	SC_RC	EMBEDDED_4	Ich habe gehört, dass der Bericht, dass der Junge, den der Clown	42
1758	49	daran das er vergessen hat den Hund zu füttern.	filler	filler	Als Frank aufwachte, erinnerte er sich	4
1759	49	arbeitete er besonders hart an seinen Noten. 	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	5
1760	49	Menschen. 	filler	filler	Annabelle war generell gegen	6
1761	49	sich über die zur Wahl stehenden informiert hat war dann doch nicht wählen.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	7
1762	49	zur Welt brachte, nicht mehr aktuell war. 	SC_RC	EMBEDDED_0	Vorher erfuhr Angela, dass die Anordnung, dass das Kind, das der Sanitäter	8
1763	49	ungeduldig auf ihr essen wartet.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	9
1764	49	sind aktuell gegen die Regeln. 	filler	filler_5	Spiele und Picknicks im Freien	11
1765	49	zum Kommandanten ernannt hatte, falsch war. 	SC_RC	EMBEDDED_11	Luigi hat gedacht, dass die Erkenntnis, dass der Kommandant, den der Präsident	12
1766	49	wir immer dann besuchen wenn ein Tier krank ist, ist unser lieblings Tierarzt.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	13
1767	49	seinem Holzfällerhemd. 	filler	filler_35	Der Holzfäller schwitzte unter	14
1768	49	Zahnarzthelferin geklaut hat. 	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	15
1769	49	verhaftet hatte, falsch war. 	SC_RC	EMBEDDED_6	Hans hat behauptet, dass die Tatsache, dass der Kriminelle, den der Polizist	16
1770	49	ermordete, ungerechtfertigt war. 	SC_RC	EMBEDDED_5	Die Leute glauben, dass die Klage, dass der Extremist, den der Agent	18
1771	49	Anwaltskammer gemeldet hat, wurde suspendiert.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	19
1772	49	gut singen kann, gesungen hat, war furchtbar.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	20
1773	49	gute Romane schreibt, eingereicht hat, wurde zum Bestseller.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	21
1774	49	beauftragt hat, kein echtes Zeichen ist.	SC_RC	EMBEDDED_2	Gestern sagte Norbert, dass das Zeichen, dass der Händler, den der Unternehmer	22
1775	49	gerne im Wald spazieren geht, ist gestern verstorben.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	23
1776	49	verabscheute, das UFOs existieren, falsch ist. 	SC_RC	EMBEDDED_8	Peter sagte mir, dass die Mutmaßung, dass der Pfarrer, den das Gemeindemitglied	25
1777	49	etwas über Flugzeuge zu lernen.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	26
1778	49	zum Studium angenommen wirst, machst du in eine Ausbildung.	filler	filler_6	Wenn du nicht	27
1779	49	bestochen hat, ungerechtfertigt war.	SC_RC	EMBEDDED_4	Niemand denkt wirklich, dass der Zweifel, dass der Politiker, den der Banker	28
1780	49	sie liebt. 	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	29
1781	49	alle mochten, ist in den Ruhestand gegangen.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	30
1782	49	ein schwerer Unfall.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	31
1783	49	für die Rolle vorgeschlagen hat, korrekt ist. 	SC_RC	EMBEDDED_10	Ich denke nicht, dass die Vermutung, dass der Schauspieler, den der Star	32
1784	49	Tee trinken muss werde ich zum Engländer.	filler	filler_3	Wenn ich jemals noch einen	33
1785	49	Geige spielen hören wollten, ihm die Geige wegzunehmen, eine gute Entscheidung war.	SC_RC	EMBEDDED_3	Ibrahim hat gemeint, dass die Entscheidung, dass der Geigenspieler, den die Sponsoren	34
1786	49	gab es Dinosaurier. 	filler	filler_16	Vor langer Zeit	35
1787	49	keiner mochte, hat einen Fall vor Gericht gewonnen.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	36
1788	49	zu streng fand, die Richtige sei. 	SC_RC	EMBEDDED_7	Lisa hat gesagt, dass die Auffassung, dass der Schulleiter, den der Lehrer	37
1789	49	sehr klein war, brachte das Pferd sicher über die Ziellinie. 	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	38
1790	49	sie ihr Fressen bekamen.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	39
1791	49	interviewt wurde, zur Party einlud, kam nicht. 	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	40
1792	49	ermordete, nicht wirklich Tod war. 	SC_RC	EMBEDDED_9	Ich habe gehört, dass die Befürchtung, dass das Opfer, das der Verbrecher	41
1793	49	mit ihr zu telefonieren.	filler	filler_40	Der alte Mann rief seine Schwester an, um	42
1794	50	an seinen Albtraum.	filler	filler	Als Frank aufwachte, erinnerte er sich	4
1795	50	wollte er den Gärtnerbetrieb seines Vaters nicht übernehmen.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	5
1796	50	Massentierhaltung und die Ausbeutung von Nutztieren, Burger aß sie aber trotzdem gerne.	filler	filler	Annabelle war generell gegen	6
1797	50	sind bis auf Weiteres untersagt.	filler	filler_5	Spiele und Picknicks im Freien	7
1798	50	auf der vollen Straße angehalten hatte, sehr genervt war, total verständlich war.	SC_RC	EMBEDDED_9	Luigi hat gedacht, dass die Tatsache, dass der Taxifahrer, den der Tourist	8
1799	50	ihr Lieblingssong vorne beim Busfahrer laut aus dem Radio dröhnte.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	9
1800	50	aufgrund seiner letzten Predigt kritisiert hatte, untauglich ist, Hand und Fuß hat.	SC_RC	EMBEDDED_6	Ich denke nicht, dass die Feststellung, dass der Pfarrer, den das Gemeindemitglied	10
1801	50	man für das Verschießen des Elfmeters in den sozialen Medien beschimpfte.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	11
1802	50	unterstützt hatte, korrupt war.	SC_RC	EMBEDDED_2	Vorher erfuhr Angela, dass der Bericht, dass der Unternehmer, den der Wohltäter	12
1803	50	seiner viel zu dicken Jacke, die er angezogen hatte, weil er mit kälteren Temperaturen gerechnet hatte.	filler	filler_35	Der Holzfäller schwitzte unter	13
1804	50	seinem Pferd liebevoll ins Ohr flüstert, bevor das Rennen beginnt.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	14
1805	50	als depressiv diagnostiziert hatte und deshalb vom Rennen auszuschließen sei,   gerecht sei	SC_RC	EMBEDDED_0	Niemand denkt wirklich, dass die Anordnung, dass der Marathonläufer, den der Psychiater	15
1806	50	sehr viel auf das gute Ansehen der Universität legte, engagiert hatte, schrieb einen schlechten Artikel über die Einrichtung.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	16
1807	50	Markus aus privater Tasche bezahlt, soll seine Firma retten.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	17
1808	50	ohne Haftbefehl festgenommen hatte, automatisch schuldig sei, typisch für unsere heutige Gesellschaft ist.	SC_RC	EMBEDDED_8	Ibrahim hat gemeint, dass die Auffassung, dass der Kriminelle, den der Polizist	18
1809	50	nervös auf ihre Prüfungsergebnisse wartete.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	19
1810	50	man auch nachts erreichen kann, wenn es dem Haustier besonders schlecht geht.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	20
1811	50	anfällig für provokative Wahlplakate ist.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	21
1812	50	die Sonne unterging.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	22
1813	50	willst, dann musst du auch nicht.	filler	filler_6	Wenn du nicht	23
1814	50	ein Verbrechen, das niemals aufgeklärt werden wird.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	24
1815	50	durch alle Prüfungen durchgemogelt hat, einen gefälschten Abschluss hat,  skandalös sei.	SC_RC	EMBEDDED_4	Peter sagte mir, dass die Entdeckung, dass der Student, den der Professor	25
1816	50	für ihre Prüfung zu lernen.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	26
1817	50	ihn nicht leiden konnte, nicht zu Wort kommen ließ, war langsam genervt.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	27
1818	50	ungeduldig auf einen Tisch wartete, rief, konnte ihm nicht sagen wann der nächste Tisch freiwerden würde.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	28
1819	50	ins Boot geholt hatte, korrupt sei, vermutlich der Wahrheit entspricht.	SC_RC	EMBEDDED_10	Die Leute glauben, dass die Überzeugung, dass der Händler, den der Unternehmer	29
1820	50	Mann finden sollte, werde ich ihn sofort heiraten, damit ich nicht für immer alleine bin.	filler	filler_3	Wenn ich jemals noch einen	30
1821	50	schon seit Stunden durch den Wald wandert, um das verletzte Rehkitz zu finden.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	31
1822	50	auf frischer Tat ertappt hatte, voller Reue sei, darauf hinweisen würde, dass der Betrüger seine Tat nicht wiederholen würde.	SC_RC	EMBEDDED_3	Hans hat behauptet, dass das Zeichen, dass der Betrüger, den die Frau	32
1823	50	schon seit gestern Halsschmerzen hatte, mit Mühe und Not dem Publikum vortrug, war schief und krumm.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	33
1824	50	angeklagt hatte, schuldig sei, praktischerweise verloren gegangen ist.	SC_RC	EMBEDDED_5	Ich habe gehört, dass der Beleg, dass der Chirurg, den der Patient	34
1825	50	gerade ein Rezept schreiben wollte, in die Hand nahm, brach wie von Zauberhand in zwei.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	35
1826	50	war auch ich mal jung, ohne Falten und konnte ohne Rollator laufen.	filler	filler_16	Vor langer Zeit	36
1827	50	vor dem ganzen Team angeschrien hatte, arm dran sei, vom ganzen Team geteilt wurde.	SC_RC	EMBEDDED_7	Gestern sagte Norbert, dass die Ansicht, dass der Büroangestellte, den der Kunde	37
1828	50	schon seit Wochen unter einer Schreibblockade leidet, abgegeben hatte, gefiel dem Verlag überhaupt nicht.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	38
1829	50	nicht leiden konnte, unkollegial sei, von vielen Mitarbeitern geteilt wurde.	SC_RC	EMBEDDED_1	Klaus hat erzählt, dass die Kritik, dass der Chef, den der Angestellte	39
1830	50	schon seit dem Kindergarten verliebt in sie gewesen sei.	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	40
1831	50	ein letztes Mal ihre Stimme zu hören, bevor sein Leben ein Ende nahm.	filler	filler_40	Der alte Mann rief seine Schwester an, um	41
1832	50	finanziell unterstützt hatte, nur durch private Spenden gewinnen würde, auf Fakten beruhe.	SC_RC	EMBEDDED_11	Lisa hat gesagt, dass die Mutmaßung, dass der Politiker, den der Banker	42
1833	51	verlies er die Firma des Vaters.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	4
1834	51	an seine Pläne für den heutigen Tag.	filler	filler	Als Frank aufwachte, erinnerte er sich	5
1835	51	Abtreibung, aber eine Freundin konnte sie umstimmen.	filler	filler	Annabelle war generell gegen	6
1836	51	für seine Horrorbücher bekannt war, am vorherigen Tag veröffentlicht hatte, war ein voller Erfolg.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	7
1837	51	noch weniger als vierundzwanzig Stunden zuvor gesehen hatte, ebenfalls mit illegalen Machenschaften am Werk war, sich bewahrheitet hatten.	SC_RC	EMBEDDED_10	Gestern sagte Norbert, dass die Befürchtung, dass der Taxifahrer, den der Tourist	8
1838	51	ich seit meiner Kindheit kenne, ist wahrlich der beste Jurist den es gibt.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	9
1839	51	in seiner Schule sehr beliebt war, erlitt leider eine Verletzung im Winterurlaub.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	10
1840	51	seit ihren Schultagen kannte, eine Affäre mit ihrem Mann hatte, leider wahr sei.	SC_RC	EMBEDDED_9	Klaus hat erzählt, dass die Feststellung, dass der Abgeordnete, den die Diplomatin	11
1841	51	gestern gerettet hatte, ein Waisenkind werden würde, der Wahrheit entspricht.	SC_RC	EMBEDDED_6	Niemand denkt wirklich, dass die Auffassung, dass das Kind, das der Sanitäter	13
1842	51	ich persönlich kenne, ist wirklich ein guter Mensch.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	14
1843	51	gestern eine Szene verursachte, seit seinem Umzug kennt, hat gestern gekündigt.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	15
1844	51	sehr wertschätzt, ein schlechter Händler wäre, absolut falsch sei.	SC_RC	EMBEDDED_8	Peter sagte mir, dass die Überzeugung, dass der Händler, den der Unternehmer	16
1845	51	sehr gut in seinem Job ist, immer dabei hat, hatte er auch heute dabei.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	17
1846	51	kannte, kein wahrer Betrüger sei, hat sich als richtig herausgestellt.	SC_RC	EMBEDDED_1	Ich habe gehört, dass der Zweifel, dass der Betrüger, den die Frau	18
1847	51	ich sehr wertschätze, kümmert sich großartig um mein Tier.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	19
1848	51	nicht mochte, entdeckt hatte, in Wahrheit ein Hilfeschrei war.	SC_RC	EMBEDDED_4	Lisa hat gesagt, dass das Zeichen, dass der Nachbar, den der Mann	20
1849	51	plötzlich ein Wolkensturz sich über den Himmel ergoss. 	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	21
1850	51	sie vor einem Fehler zu warnen.	filler	filler_40	Der alte Mann rief seine Schwester an, um	22
1851	51	er bei der Chormeisterschaft gewonnen hatte.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	23
1852	51	mitgehst, dann gehst du dagegen.	filler	filler_6	Wenn du nicht	24
